-73.91	432065217.391304
-73.55	433391304.347826
-72.78	434717391.304348
-74.14	436043478.26087
-75.16	437369565.217391
-74.33	438695652.173913
-74.75	440021739.130435
-75.80	441347826.086957
-73.75	442673913.043478
-74.19	444000000
-74.65	445326086.956522
-75.64	446652173.913043
-73.60	447978260.869565
-74.57	449304347.826087
-73.59	450630434.782609
-76.13	451956521.73913
-74.33	453282608.695652
-72.98	454608695.652174
-73.68	455934782.608696
-75.39	457260869.565217
-76.41	458586956.521739
-74.17	459913043.478261
-75.17	461239130.434783
-73.55	462565217.391304
-76.06	463891304.347826
-73.93	465217391.304348
-75.42	466543478.26087
-76.02	467869565.217391
-73.73	469195652.173913
-74.12	470521739.130435
-74.24	471847826.086957
-74.23	473173913.043478
-74.44	474500000
-74.63	475826086.956522
-73.25	477152173.913043
-73.50	478478260.869565
-76.17	479804347.826087
-74.79	481130434.782609
-74.44	482456521.73913
-75.15	483782608.695652
-73.29	485108695.652174
-74.59	486434782.608696
-74.13	487760869.565217
-72.07	489086956.521739
-75.35	490413043.478261
-75.20	491739130.434783
-73.20	493065217.391304
-73.07	494391304.347826
-74.18	495717391.304348
-73.37	497043478.26087
-73.99	498369565.217391
-74.84	499695652.173913
-71.38	501021739.130435
-73.93	502347826.086957
-73.61	503673913.043478
-73.47	505000000
-74.56	506326086.956522
-75.24	507652173.913043
-75.17	508978260.869565
-74.79	510304347.826087
-70.88	511630434.782609
-75.43	512956521.73913
-74.53	514282608.695652
-74.57	515608695.652174
-75.06	516934782.608696
-73.89	518260869.565217
-73.55	519586956.521739
-75.51	520913043.478261
-70.19	522239130.434783
-65.07	523565217.391304
-73.56	524891304.347826
-74.17	526217391.304348
-72.86	527543478.26087
-74.09	528869565.217391
-74.69	530195652.173913
-74.42	531521739.130435
-74.08	532847826.086957
-74.33	534173913.043478
-76.23	535500000
-73.87	536826086.956522
-75.67	538152173.913043
-74.29	539478260.869565
-72.43	540804347.826087
-71.54	542130434.782609
-74.00	543456521.73913
-73.13	544782608.695652
-73.84	546108695.652174
-73.83	547434782.608696
-74.33	548760869.565217
-72.87	550086956.521739
-74.73	551413043.478261
-74.91	552739130.434783
-74.45	554065217.391304
-74.47	555391304.347826
-73.20	556717391.304348
-75.26	558043478.26087
-73.51	559369565.217391
-71.03	560695652.173913
-74.08	562021739.130435
-72.86	563347826.086957
-74.94	564673913.043478
-67.18	566000000
-37.57	567326086.956522
-58.99	568652173.913043
-75.43	569978260.869565
-75.25	571304347.826087
-74.43	572630434.782609
-73.77	573956521.73913
-73.22	575282608.695652
-75.03	576608695.652174
-73.40	577934782.608696
-74.44	579260869.565217
-74.56	580586956.521739
-71.72	581913043.478261
-74.03	583239130.434783
-75.32	584565217.391304
-75.75	585891304.347826
-74.57	587217391.304348
-73.24	588543478.26087
-71.80	589869565.217391
-76.12	591195652.173913
-76.51	592521739.130435
-75.06	593847826.086957
-74.67	595173913.043478
-74.99	596500000
-74.72	597826086.956522
-73.87	599152173.913043
-73.70	600478260.869565
-75.09	601804347.826087
-75.35	603130434.782609
-73.31	604456521.73913
-74.10	605782608.695652
-76.13	607108695.652174
-76.07	608434782.608696
-73.95	609760869.565217
-64.00	611086956.521739
-71.17	612413043.478261
-74.00	613739130.434783
-76.14	615065217.391304
-73.87	616391304.347826
-71.47	617717391.304348
-74.62	619043478.26087
-75.13	620369565.217391
-74.07	621695652.173913
-71.60	623021739.130435
-72.19	624347826.086957
-74.64	625673913.043478
-75.15	627000000
-72.86	628326086.956522
-73.65	629652173.913043
-73.28	630978260.869565
-73.14	632304347.826087
-74.63	633630434.782609
-74.97	634956521.73913
-74.05	636282608.695652
-74.12	637608695.652174
-75.25	638934782.608696
-72.95	640260869.565217
-73.98	641586956.521739
-73.44	642913043.478261
-72.34	644239130.434783
-75.23	645565217.391304
-72.65	646891304.347826
-74.25	648217391.304348
-74.45	649543478.26087
-74.64	650869565.217391
-73.39	652195652.173913
-73.45	653521739.130435
-75.18	654847826.086957
-72.57	656173913.043478
-74.65	657500000
-74.96	658826086.956522
-73.33	660152173.913043
-59.53	661478260.869565
-75.55	662804347.826087
-72.02	664130434.782609
-74.68	665456521.73913
-75.70	666782608.695652
-73.52	668108695.652174
-75.80	669434782.608696
-75.08	670760869.565217
-73.61	672086956.521739
-75.73	673413043.478261
-71.91	674739130.434783
-74.50	676065217.391304
-73.42	677391304.347826
-73.60	678717391.304348
-73.63	680043478.26087
-74.19	681369565.217391
-73.78	682695652.173913
-74.24	684021739.130435
-74.54	685347826.086957
-74.42	686673913.043478
-73.66	688000000
-73.70	689326086.956522
-75.30	690652173.913043
-74.57	691978260.869565
-74.42	693304347.826087
-72.01	694630434.782609
-74.75	695956521.73913
-75.28	697282608.695652
-74.22	698608695.652174
-73.62	699934782.608696
-72.02	701260869.565217
-74.15	702586956.521739
-75.63	703913043.478261
-73.25	705239130.434783
-73.95	706565217.391304
-71.44	707891304.347826
-73.19	709217391.304348
-74.13	710543478.26087
-72.77	711869565.217391
-75.54	713195652.173913
-74.36	714521739.130435
-74.44	715847826.086957
-73.02	717173913.043478
-73.72	718500000
-74.72	719826086.956522
-73.48	721152173.913043
-70.91	722478260.869565
-74.02	723804347.826087
-74.06	725130434.782609
-73.74	726456521.73913
-74.01	727782608.695652
-73.36	729108695.652174
-73.94	730434782.608696
-72.85	731760869.565217
-74.95	733086956.521739
-73.97	734413043.478261
-74.58	735739130.434783
-74.70	737065217.391304
-76.12	738391304.347826
-71.42	739717391.304348
-73.01	741043478.26087
-72.49	742369565.217391
-74.25	743695652.173913
-74.81	745021739.130435
-76.05	746347826.086957
-73.44	747673913.043478
-73.51	749000000
-75.82	750326086.956522
-73.78	751652173.913043
-75.21	752978260.869565
-72.00	754304347.826087
-73.19	755630434.782609
-75.17	756956521.73913
-75.91	758282608.695652
-74.45	759608695.652174
-72.84	760934782.608696
-75.15	762260869.565217
-73.83	763586956.521739
-74.41	764913043.478261
-74.30	766239130.434783
-60.46	767565217.391304
-73.79	768891304.347826
-74.74	770217391.304348
-73.36	771543478.26087
-71.38	772869565.217391
-73.69	774195652.173913
-74.76	775521739.130435
-75.10	776847826.086957
-72.46	778173913.043478
-73.80	779500000
-72.66	780826086.956522
-73.92	782152173.913043
-71.64	783478260.869565
-71.17	784804347.826087
-71.21	786130434.782609
-74.52	787456521.73913
-73.38	788782608.695652
-73.78	790108695.652174
-73.14	791434782.608696
-73.39	792760869.565217
-73.38	794086956.521739
-73.47	795413043.478261
-72.59	796739130.434783
-72.27	798065217.391304
-59.27	799391304.347826
-58.26	800717391.304348
-71.80	802043478.26087
-71.38	803369565.217391
-64.87	804695652.173913
-2.97	806021739.130435
-32.66	807347826.086957
-71.59	808673913.043478
-71.76	810000000
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
