File:,,,,,,,,
,,,,,,,,
System Parameter ,,,,,,,,
Ref Level,-20.00,Ref Offset,0,Center Freq.,837527000,Span,20000,
Start Freq.,837517000,Stop Freq.,837537000,VBW,100,VBW Flag,Auto,
RBW,100,RBW Flag,Auto,VBW/RBW,1,VBW/RBW Flag,Auto,
Sweep Time,0.206059002499542,Sweep Time Flag,Auto,Attenuation,10,Attenuation Flag,Auto,
Scale DIV,10,Scale Type,LOG,Sweep Mode,Normal,Preamp,Off,
PSD Mode,Off,,,,,,,
Sweep Type,Continue,Average Type,Auto,,,,,
,,,,,,,,
Trace Parameter,,,,,,,,
Trace1,,Trace2,,Trace3,,Trace4,,
Mode,Clear Write,Mode,Blank,Mode,Blank,Mode,Blank,
Detector,Pos Peak,Detector,Pos Peak,Detector,Pos Peak,Detector,Pos Peak,
,,,,,,,,
Trace Data,,,,,,,,
Trace1 X,Trace1 Y,Trace2 X,Trace2 Y,Trace3 X,Trace3 Y,Trace4 X,Trace4 Y,
837517000,-70.9160,,,,,,,
837517043,-71.8158,,,,,,,
837517087,-71.5748,,,,,,,
837517130,-72.7540,,,,,,,
837517174,-74.1150,,,,,,,
837517217,-71.9810,,,,,,,
837517261,-69.3555,,,,,,,
837517304,-69.1620,,,,,,,
837517348,-71.3734,,,,,,,
837517391,-75.0930,,,,,,,
837517435,-71.4821,,,,,,,
837517478,-71.7456,,,,,,,
837517522,-76.6281,,,,,,,
837517565,-71.4520,,,,,,,
837517609,-71.0679,,,,,,,
837517652,-72.5739,,,,,,,
837517696,-74.8320,,,,,,,
837517739,-77.4771,,,,,,,
837517783,-76.9788,,,,,,,
837517826,-75.6722,,,,,,,
837517870,-76.1486,,,,,,,
837517913,-81.0538,,,,,,,
837517957,-74.0839,,,,,,,
837518000,-73.0928,,,,,,,
837518043,-73.3190,,,,,,,
837518087,-74.8120,,,,,,,
837518130,-79.3945,,,,,,,
837518174,-76.7198,,,,,,,
837518217,-75.0305,,,,,,,
837518261,-75.9246,,,,,,,
837518304,-80.8370,,,,,,,
837518348,-79.5609,,,,,,,
837518391,-77.2763,,,,,,,
837518435,-73.1557,,,,,,,
837518478,-69.4606,,,,,,,
837518522,-67.2999,,,,,,,
837518565,-67.0061,,,,,,,
837518609,-68.0213,,,,,,,
837518652,-70.1920,,,,,,,
837518696,-72.3749,,,,,,,
