File:,,,,,,,,
,,,,,,,,
System Parameter ,,,,,,,,
Ref Level,-15.00,Ref Offset,0,Center Freq.,837551000,Span,30000,
Start Freq.,837536000,Stop Freq.,837566000,VBW,100,VBW Flag,Auto,
RBW,100,RBW Flag,Auto,VBW/RBW,1,VBW/RBW Flag,Auto,
Sweep Time,0.307077590985877,Sweep Time Flag,Auto,Attenuation,10,Attenuation Flag,Auto,
Scale DIV,10,Scale Type,LOG,Sweep Mode,Normal,Preamp,Off,
PSD Mode,Off,,,,,,,
Sweep Type,Continue,Average Type,Auto,,,,,
,,,,,,,,
Trace Parameter,,,,,,,,
Trace1,,Trace2,,Trace3,,Trace4,,
Mode,Clear Write,Mode,Blank,Mode,Blank,Mode,Blank,
Detector,Pos Peak,Detector,Pos Peak,Detector,Pos Peak,Detector,Pos Peak,
,,,,,,,,
Trace Data,,,,,,,,
Trace1 X,Trace1 Y,Trace2 X,Trace2 Y,Trace3 X,Trace3 Y,Trace4 X,Trace4 Y,
837536000,-75.1307,,,,,,,
837536065,-72.9908,,,,,,,
837536130,-73.0811,,,,,,,
837536196,-78.0620,,,,,,,
837536261,-78.1498,,,,,,,
837536326,-77.2072,,,,,,,
837536391,-71.2804,,,,,,,
837536457,-70.5860,,,,,,,
837536522,-70.7429,,,,,,,
837536587,-70.7072,,,,,,,
837536652,-76.3343,,,,,,,
837536717,-70.8517,,,,,,,
837536783,-71.5498,,,,,,,
837536848,-76.0826,,,,,,,
837536913,-74.6668,,,,,,,
837536978,-75.3910,,,,,,,
837537043,-78.7042,,,,,,,
837537109,-71.7818,,,,,,,
837537174,-68.0872,,,,,,,
837537239,-67.1515,,,,,,,
837537304,-67.1669,,,,,,,
837537370,-69.1766,,,,,,,
837537435,-72.8653,,,,,,,
837537500,-83.0328,,,,,,,
837537565,-74.5015,,,,,,,
837537630,-70.4250,,,,,,,
837537696,-70.6049,,,,,,,
837537761,-76.1080,,,,,,,
837537826,-71.6838,,,,,,,
837537891,-72.1224,,,,,,,
837537957,-75.3254,,,,,,,
837538022,-71.9463,,,,,,,
837538087,-73.1777,,,,,,,
837538152,-73.0816,,,,,,,
837538217,-72.0332,,,,,,,
837538283,-73.7779,,,,,,,
837538348,-72.8769,,,,,,,
837538413,-67.6270,,,,,,,
837538478,-67.4693,,,,,,,
837538543,-70.2997,,,,,,,
837538609,-74.4992,,,,,,,
837538674,-72.1293,,,,,,,
837538739,-68.1936,,,,,,,
837538804,-68.1957,,,,,,,
837538870,-68.5620,,,,,,,
837538935,-70.0052,,,,,,,
837539000,-67.9696,,,,,,,
837539065,-69.0014,,,,,,,
837539130,-69.5645,,,,,,,
837539196,-67.7065,,,,,,,
837539261,-67.1231,,,,,,,
837539326,-72.0645,,,,,,,
837539391,-69.4814,,,,,,,
837539457,-69.8569,,,,,,,
837539522,-68.7989,,,,,,,
837539587,-69.1585,,,,,,,
837539652,-75.0703,,,,,,,
837539717,-74.5698,,,,,,,
837539783,-73.3958,,,,,,,
837539848,-69.4993,,,,,,,
837539913,-69.6925,,,,,,,
837539978,-75.5437,,,,,,,
837540043,-70.8119,,,,,,,
837540109,-64.6850,,,,,,,
837540174,-63.5775,,,,,,,
837540239,-63.4948,,,,,,,
837540304,-64.2664,,,,,,,
837540370,-70.9736,,,,,,,
837540435,-70.3333,,,,,,,
837540500,-69.9297,,,,,,,
837540565,-73.6891,,,,,,,
837540630,-74.6449,,,,,,,
