File:,,,,,,,,
,,,,,,,,
System Parameter ,,,,,,,,
Ref Level,-20.00,Ref Offset,0,Center Freq.,837527000,Span,20000,
Start Freq.,837517000,Stop Freq.,837537000,VBW,100,VBW Flag,Auto,
RBW,100,RBW Flag,Auto,VBW/RBW,1,VBW/RBW Flag,Auto,
Sweep Time,0.206059002499542,Sweep Time Flag,Auto,Attenuation,10,Attenuation Flag,Auto,
Scale DIV,10,Scale Type,LOG,Sweep Mode,Normal,Preamp,Off,
PSD Mode,Off,,,,,,,
Sweep Type,Continue,Average Type,Auto,,,,,
,,,,,,,,
Trace Parameter,,,,,,,,
Trace1,,Trace2,,Trace3,,Trace4,,
Mode,Clear Write,Mode,Blank,Mode,Blank,Mode,Blank,
Detector,Pos Peak,Detector,Pos Peak,Detector,Pos Peak,Detector,Pos Peak,
,,,,,,,,
Trace Data,,,,,,,,
Trace1 X,Trace1 Y,Trace2 X,Trace2 Y,Trace3 X,Trace3 Y,Trace4 X,Trace4 Y,
837517000,-76.6532,,,,,,,
837517043,-80.5629,,,,,,,
837517087,-85.9189,,,,,,,
837517130,-78.7593,,,,,,,
837517174,-73.9284,,,,,,,
837517217,-70.1782,,,,,,,
837517261,-69.1685,,,,,,,
837517304,-69.2144,,,,,,,
837517348,-71.3865,,,,,,,
837517391,-75.6578,,,,,,,
837517435,-82.8470,,,,,,,
837517478,-85.7444,,,,,,,
837517522,-88.5811,,,,,,,
837517565,-82.2084,,,,,,,
837517609,-78.4440,,,,,,,
837517652,-79.1134,,,,,,,
837517696,-86.9131,,,,,,,
837517739,-85.3896,,,,,,,
837517783,-79.1406,,,,,,,
837517826,-78.3201,,,,,,,
837517870,-79.5802,,,,,,,
837517913,-84.9215,,,,,,,
837517957,-82.3641,,,,,,,
837518000,-81.8991,,,,,,,
837518043,-79.4325,,,,,,,
837518087,-78.0097,,,,,,,
837518130,-78.5998,,,,,,,
837518174,-83.9518,,,,,,,
837518217,-78.7354,,,,,,,
837518261,-75.4561,,,,,,,
837518304,-73.4108,,,,,,,
837518348,-72.6760,,,,,,,
837518391,-73.9898,,,,,,,
837518435,-77.8311,,,,,,,
837518478,-72.0791,,,,,,,
837518522,-71.6987,,,,,,,
837518565,-73.2866,,,,,,,
837518609,-77.8540,,,,,,,
837518652,-68.2759,,,,,,,
837518696,-65.7716,,,,,,,
