Model,TBS 1062,
-6.1824,-8.1993E+07,18365.6
-6.182,-8.1993E+07,18364
-6.1816,-8.1993E+07,18361.6
-6.1812,-8.1993E+07,18364
-6.1808,-8.1993E+07,18361.6
-6.1804,-8.1993E+07,18362.4
-6.18,-8.19932E+07,18361.6
-6.1796,-8.19932E+07,18362.4
-6.1792,-8.19932E+07,18361.6
-6.1788,-8.19932E+07,18361.6
-6.1784,-8.19932E+07,18359.2
-6.178,-8.19932E+07,18361.6
-6.1776,-8.19932E+07,18361.6
-6.1772,-8.19932E+07,18360
-6.1768,-8.19932E+07,18359.2
-6.1764,-8.19932E+07,18359.2
-6.176,-8.19932E+07,18358.4
-6.1756,-8.19932E+07,18360
-6.1752,-8.19934E+07,18358.4
-6.1748,-8.19932E+07,18360
-6.1744,-8.19934E+07,18359.2
-6.174,-8.19932E+07,18359.2
-6.1736,-8.19934E+07,18359.2
-6.1732,-8.19934E+07,18360
-6.1728,-8.19934E+07,18360.8
-6.1724,-8.19934E+07,18357.6
-6.172,-8.19934E+07,18359.2
-6.1716,-8.19934E+07,18360.8
-6.1712,-8.19934E+07,18360
-6.1708,-8.19934E+07,18359.2
-6.1704,-8.19934E+07,18359.2
-6.17,-8.19936E+07,18362.4
-6.1696,-8.19934E+07,18360.8
-6.1692,-8.19936E+07,18361.6
-6.1688,-8.19936E+07,18361.6
-6.1684,-8.19936E+07,18360.8
-6.168,-8.19936E+07,18362.4
-6.1676,-8.19936E+07,18361.6
-6.1672,-8.19936E+07,18361.6
-6.1668,-8.19936E+07,18362.4
-6.1664,-8.19936E+07,18364
-6.166,-8.19936E+07,18362.4
-6.1656,-8.19936E+07,18363.2
-6.1652,-8.19938E+07,18362.4
-6.1648,-8.19938E+07,18362.4
-6.1644,-8.19938E+07,18361.6
-6.164,-8.19938E+07,18362.4
-6.1636,-8.19938E+07,18364
-6.1632,-8.19938E+07,18364
-6.1628,-8.19938E+07,18362.4
-6.1624,-8.19938E+07,18364
-6.162,-8.19938E+07,18364
-6.1616,-8.19938E+07,18364
-6.1612,-8.1994E+07,18364.8
-6.1608,-8.1994E+07,18364.8
-6.1604,-8.19938E+07,18364.8
-6.16,-8.1994E+07,18364.8
-6.1596,-8.1994E+07,18364
-6.1592,-8.1994E+07,18364
-6.1588,-8.1994E+07,18364
-6.1584,-8.1994E+07,18364.8
-6.158,-8.1994E+07,18364
-6.1576,-8.1994E+07,18362.4
-6.1572,-8.1994E+07,18363.2
-6.1568,-8.1994E+07,18364
-6.1564,-8.19942E+07,18364
-6.156,-8.1994E+07,18364.8
-6.1556,-8.19942E+07,18364.8
-6.1552,-8.19942E+07,18365.6
-6.1548,-8.19942E+07,18366.4
-6.1544,-8.19942E+07,18363.2
-6.154,-8.19942E+07,18363.2
-6.1536,-8.19942E+07,18364
-6.1532,-8.19942E+07,18365.6
-6.1528,-8.19942E+07,18364.8
-6.1524,-8.19942E+07,18367.2
-6.152,-8.19942E+07,18364.8
-6.1516,-8.19942E+07,18364.8
-6.1512,-8.19944E+07,18364.8
-6.1508,-8.19944E+07,18366.4
-6.1504,-8.19944E+07,18364.8
-6.15,-8.19944E+07,18365.6
-6.1496,-8.19944E+07,18364.8
-6.1492,-8.19944E+07,18365.6
-6.1488,-8.19944E+07,18365.6
-6.1484,-8.19944E+07,18366.4
-6.148,-8.19944E+07,18367.2
-6.1476,-8.19946E+07,18364.8
-6.1472,-8.19946E+07,18364
-6.1468,-8.19946E+07,18365.6
-6.1464,-8.19946E+07,18364
-6.146,-8.19946E+07,18364
-6.1456,-8.19946E+07,18365.6
-6.1452,-8.19946E+07,18365.6
-6.1448,-8.19946E+07,18364.8
-6.1444,-8.19946E+07,18365.6
-6.144,-8.19948E+07,18365.6
-6.1436,-8.19946E+07,18365.6
-6.1432,-8.19946E+07,18365.6
-6.1428,-8.19948E+07,18366.4
-6.1424,-8.19948E+07,18365.6
-6.142,-8.19948E+07,18365.6
-6.1416,-8.19948E+07,18366.4
-6.1412,-8.19948E+07,18367.2
-6.1408,-8.19948E+07,18365.6
-6.1404,-8.19948E+07,18364.8
-6.14,-8.19948E+07,18365.6
-6.1396,-8.1995E+07,18364
-6.1392,-8.1995E+07,18365.6
-6.1388,-8.1995E+07,18366.4
-6.1384,-8.1995E+07,18367.2
-6.138,-8.1995E+07,18366.4
-6.1376,-8.1995E+07,18368
-6.1372,-8.1995E+07,18366.4
-6.1368,-8.1995E+07,18365.6
-6.1364,-8.1995E+07,18368
-6.136,-8.1995E+07,18366.4
-6.1356,-8.19952E+07,18366.4
-6.1352,-8.19952E+07,18366.4
-6.1348,-8.19952E+07,18367.2
-6.1344,-8.19952E+07,18365.6
-6.134,-8.19952E+07,18364
-6.1336,-8.19952E+07,18365.6
-6.1332,-8.19952E+07,18366.4
-6.1328,-8.19952E+07,18367.2
-6.1324,-8.19952E+07,18366.4
-6.132,-8.19954E+07,18365.6
-6.1316,-8.19954E+07,18366.4
-6.1312,-8.19954E+07,18367.2
-6.1308,-8.19954E+07,18365.6
-6.1304,-8.19954E+07,18367.2
-6.13,-8.19954E+07,18368
-6.1296,-8.19954E+07,18368
-6.1292,-8.19954E+07,18368
-6.1288,-8.19954E+07,18367.2
-6.1284,-8.19954E+07,18366.4
-6.128,-8.19956E+07,18366.4
-6.1276,-8.19956E+07,18368
-6.1272,-8.19956E+07,18366.4
-6.1268,-8.19956E+07,18368
-6.1264,-8.19956E+07,18367.2
-6.126,-8.19956E+07,18367.2
-6.1256,-8.19956E+07,18368
-6.1252,-8.19956E+07,18367.2
-6.1248,-8.19956E+07,18367.2
-6.1244,-8.19958E+07,18366.4
-6.124,-8.19956E+07,18367.2
-6.1236,-8.19958E+07,18367.2
-6.1232,-8.19956E+07,18367.2
-6.1228,-8.19956E+07,18368
-6.1224,-8.19958E+07,18367.2
-6.122,-8.19958E+07,18368
-6.1216,-8.19958E+07,18368.8
-6.1212,-8.19958E+07,18368
-6.1208,-8.19958E+07,18368
-6.1204,-8.19958E+07,18368.8
-6.12,-8.1996E+07,18368
-6.1196,-8.1996E+07,18367.2
-6.1192,-8.19958E+07,18368.8
-6.1188,-8.1996E+07,18368
-6.1184,-8.1996E+07,18368.8
-6.118,-8.1996E+07,18368
-6.1176,-8.1996E+07,18368.8
-6.1172,-8.1996E+07,18368.8
-6.1168,-8.1996E+07,18370.4
-6.1164,-8.1996E+07,18368
-6.116,-8.1996E+07,18368
-6.1156,-8.19962E+07,18368.8
-6.1152,-8.1996E+07,18368.8
-6.1148,-8.19962E+07,18369.6
-6.1144,-8.19962E+07,18370.4
-6.114,-8.19962E+07,18372.8
-6.1136,-8.19962E+07,18369.6
-6.1132,-8.19962E+07,18370.4
-6.1128,-8.19962E+07,18371.2
-6.1124,-8.19964E+07,18369.6
-6.112,-8.19964E+07,18369.6
-6.1116,-8.19962E+07,18370.4
-6.1112,-8.19964E+07,18369.6
-6.1108,-8.19964E+07,18370.4
-6.1104,-8.19964E+07,18369.6
-6.11,-8.19964E+07,18370.4
-6.1096,-8.19964E+07,18371.2
-6.1092,-8.19964E+07,18371.2
-6.1088,-8.19964E+07,18372.8
-6.1084,-8.19964E+07,18372
-6.108,-8.19966E+07,18371.2
-6.1076,-8.19966E+07,18372
-6.1072,-8.19964E+07,18372
-6.1068,-8.19966E+07,18371.2
-6.1064,-8.19966E+07,18372.8
-6.106,-8.19966E+07,18371.2
-6.1056,-8.19966E+07,18372
-6.1052,-8.19966E+07,18372
-6.1048,-8.19966E+07,18372
-6.1044,-8.19966E+07,18372
-6.104,-8.19968E+07,18372.8
-6.1036,-8.19968E+07,18372
-6.1032,-8.19968E+07,18372.8
-6.1028,-8.19968E+07,18372.8
-6.1024,-8.19968E+07,18372
-6.102,-8.19968E+07,18372.8
-6.1016,-8.19968E+07,18372.8
-6.1012,-8.19968E+07,18373.6
-6.1008,-8.19968E+07,18372.8
-6.1004,-8.19968E+07,18372
-6.1,-8.1997E+07,18372.8
-6.0996,-8.1997E+07,18374.4
-6.0992,-8.1997E+07,18374.4
-6.0988,-8.1997E+07,18372.8
-6.0984,-8.1997E+07,18372.8
-6.098,-8.1997E+07,18372.8
-6.0976,-8.1997E+07,18374.4
-6.0972,-8.1997E+07,18374.4
-6.0968,-8.19972E+07,18376
-6.0964,-8.19972E+07,18372.8
-6.096,-8.1997E+07,18375.2
-6.0956,-8.19972E+07,18374.4
-6.0952,-8.19972E+07,18374.4
-6.0948,-8.19972E+07,18374.4
-6.0944,-8.19972E+07,18374.4
-6.094,-8.19972E+07,18374.4
-6.0936,-8.19972E+07,18374.4
-6.0932,-8.19972E+07,18375.2
-6.0928,-8.19972E+07,18376
-6.0924,-8.19974E+07,18376
-6.092,-8.19972E+07,18375.2
-6.0916,-8.19974E+07,18376
-6.0912,-8.19974E+07,18376
-6.0908,-8.19974E+07,18376
-6.0904,-8.19974E+07,18376.8
-6.09,-8.19974E+07,18376
-6.0896,-8.19974E+07,18376
-6.0892,-8.19974E+07,18374.4
-6.0888,-8.19976E+07,18376.8
-6.0884,-8.19976E+07,18376
-6.088,-8.19976E+07,18376.8
-6.0876,-8.19976E+07,18378.4
-6.0872,-8.19976E+07,18377.6
-6.0868,-8.19976E+07,18378.4
-6.0864,-8.19976E+07,18376.8
-6.086,-8.19976E+07,18376
-6.0856,-8.19976E+07,18376
-6.0852,-8.19976E+07,18376.8
-6.0848,-8.19976E+07,18377.6
-6.0844,-8.19976E+07,18376.8
-6.084,-8.19978E+07,18378.4
-6.0836,-8.19976E+07,18377.6
-6.0832,-8.19978E+07,18378.4
-6.0828,-8.19978E+07,18378.4
-6.0824,-8.19978E+07,18378.4
-6.082,-8.19978E+07,18377.6
-6.0816,-8.19978E+07,18378.4
-6.0812,-8.19978E+07,18378.4
-6.0808,-8.19978E+07,18379.2
-6.0804,-8.19978E+07,18379.2
-6.08,-8.19978E+07,18378.4
-6.0796,-8.19978E+07,18379.2
-6.0792,-8.19978E+07,18377.6
-6.0788,-8.1998E+07,18377.6
-6.0784,-8.19978E+07,18380
-6.078,-8.1998E+07,18378.4
-6.0776,-8.1998E+07,18378.4
-6.0772,-8.1998E+07,18379.2
-6.0768,-8.1998E+07,18380
-6.0764,-8.1998E+07,18379.2
-6.076,-8.1998E+07,18379.2
-6.0756,-8.19982E+07,18380
-6.0752,-8.1998E+07,18380
-6.0748,-8.1998E+07,18380.8
-6.0744,-8.19982E+07,18381.6
-6.074,-8.1998E+07,18381.6
-6.0736,-8.1998E+07,18380
-6.0732,-8.19982E+07,18379.2
-6.0728,-8.19982E+07,18380.8
-6.0724,-8.19982E+07,18380
-6.072,-8.19982E+07,18381.6
-6.0716,-8.19982E+07,18381.6
-6.0712,-8.19982E+07,18380.8
-6.0708,-8.19982E+07,18381.6
-6.0704,-8.19982E+07,18381.6
-6.07,-8.19982E+07,18380.8
-6.0696,-8.19984E+07,18381.6
-6.0692,-8.19982E+07,18381.6
-6.0688,-8.19984E+07,18380.8
-6.0684,-8.19984E+07,18381.6
-6.068,-8.19984E+07,18381.6
-6.0676,-8.19982E+07,18382.4
-6.0672,-8.19984E+07,18380.8
-6.0668,-8.19984E+07,18381.6
-6.0664,-8.19982E+07,18381.6
-6.066,-8.19984E+07,18382.4
-6.0656,-8.19984E+07,18381.6
-6.0652,-8.19984E+07,18382.4
-6.0648,-8.19984E+07,18383.2
-6.0644,-8.19984E+07,18383.2
-6.064,-8.19984E+07,18382.4
-6.0636,-8.19986E+07,18382.4
-6.0632,-8.19984E+07,18382.4
-6.0628,-8.19984E+07,18381.6
-6.0624,-8.19986E+07,18384
-6.062,-8.19984E+07,18382.4
-6.0616,-8.19984E+07,18382.4
-6.0612,-8.19986E+07,18383.2
-6.0608,-8.19986E+07,18383.2
-6.0604,-8.19986E+07,18383.2
-6.06,-8.19986E+07,18382.4
-6.0596,-8.19986E+07,18384
-6.0592,-8.19986E+07,18384
-6.0588,-8.19986E+07,18383.2
-6.0584,-8.19986E+07,18383.2
-6.058,-8.19986E+07,18383.2
-6.0576,-8.19986E+07,18383.2
-6.0572,-8.19986E+07,18384
-6.0568,-8.19986E+07,18384
-6.0564,-8.19986E+07,18383.2
-6.056,-8.19986E+07,18383.2
-6.0556,-8.19986E+07,18384
-6.0552,-8.19986E+07,18384.8
-6.0548,-8.19988E+07,18383.2
-6.0544,-8.19986E+07,18383.2
-6.054,-8.19988E+07,18384
-6.0536,-8.19986E+07,18385.6
-6.0532,-8.19986E+07,18384
-6.0528,-8.19986E+07,18385.6
-6.0524,-8.19988E+07,18384.8
-6.052,-8.19988E+07,18384.8
-6.0516,-8.19988E+07,18384
-6.0512,-8.19988E+07,18385.6
-6.0508,-8.19988E+07,18384.8
-6.0504,-8.19988E+07,18385.6
-6.05,-8.19988E+07,18384.8
-6.0496,-8.19988E+07,18384.8
-6.0492,-8.19988E+07,18384.8
-6.0488,-8.19988E+07,18384.8
-6.0484,-8.19988E+07,18385.6
-6.048,-8.19988E+07,18385.6
-6.0476,-8.19988E+07,18385.6
-6.0472,-8.19988E+07,18385.6
-6.0468,-8.19988E+07,18384.8
-6.0464,-8.19988E+07,18385.6
-6.046,-8.19988E+07,18384.8
-6.0456,-8.19988E+07,18385.6
-6.0452,-8.19988E+07,18385.6
-6.0448,-8.19988E+07,18384.8
-6.0444,-8.19988E+07,18384.8
-6.044,-8.19988E+07,18384
-6.0436,-8.19988E+07,18385.6
-6.0432,-8.19988E+07,18385.6
-6.0428,-8.1999E+07,18386.4
-6.0424,-8.19988E+07,18385.6
-6.042,-8.19988E+07,18385.6
-6.0416,-8.19988E+07,18385.6
-6.0412,-8.19988E+07,18384.8
-6.0408,-8.19988E+07,18386.4
-6.0404,-8.19988E+07,18384.8
-6.04,-8.19988E+07,18386.4
-6.0396,-8.19988E+07,18384.8
-6.0392,-8.19988E+07,18384.8
-6.0388,-8.19988E+07,18384.8
-6.0384,-8.19988E+07,18386.4
-6.038,-8.19988E+07,18385.6
-6.0376,-8.19988E+07,18385.6
-6.0372,-8.1999E+07,18387.2
-6.0368,-8.19988E+07,18384.8
-6.0364,-8.19988E+07,18385.6
-6.036,-8.19988E+07,18387.2
-6.0356,-8.19988E+07,18385.6
-6.0352,-8.19988E+07,18385.6
-6.0348,-8.19988E+07,18385.6
-6.0344,-8.19988E+07,18384.8
-6.034,-8.19988E+07,18383.2
-6.0336,-8.19988E+07,18384
-6.0332,-8.19988E+07,18383.2
-6.0328,-8.19988E+07,18383.2
-6.0324,-8.19988E+07,18383.2
-6.032,-8.19988E+07,18384.8
-6.0316,-8.19986E+07,18384
-6.0312,-8.19988E+07,18380.8
-6.0308,-8.19988E+07,18384
-6.0304,-8.19988E+07,18383.2
-6.03,-8.19988E+07,18383.2
-6.0296,-8.19988E+07,18380.8
-6.0292,-8.19988E+07,18382.4
-6.0288,-8.19988E+07,18380.8
-6.0284,-8.19988E+07,18380.8
-6.028,-8.19988E+07,18380
-6.0276,-8.19986E+07,18380
-6.0272,-8.19986E+07,18381.6
-6.0268,-8.19988E+07,18383.2
-6.0264,-8.19986E+07,18380.8
-6.026,-8.19986E+07,18381.6
-6.0256,-8.19986E+07,18381.6
-6.0252,-8.19988E+07,18380.8
-6.0248,-8.19986E+07,18382.4
-6.0244,-8.19986E+07,18383.2
-6.024,-8.19986E+07,18382.4
-6.0236,-8.19986E+07,18381.6
-6.0232,-8.19986E+07,18383.2
-6.0228,-8.19986E+07,18383.2
-6.0224,-8.19986E+07,18384
-6.022,-8.19986E+07,18384.8
-6.0216,-8.19986E+07,18385.6
-6.0212,-8.19986E+07,18384
-6.0208,-8.19986E+07,18384.8
-6.0204,-8.19984E+07,18384
-6.02,-8.19984E+07,18384
-6.0196,-8.19984E+07,18385.6
-6.0192,-8.19984E+07,18384.8
-6.0188,-8.19984E+07,18384.8
-6.0184,-8.19984E+07,18383.2
-6.018,-8.19984E+07,18385.6
-6.0176,-8.19984E+07,18384.8
-6.0172,-8.19984E+07,18385.6
-6.0168,-8.19984E+07,18384.8
-6.0164,-8.19984E+07,18384.8
-6.016,-8.19982E+07,18384.8
-6.0156,-8.19982E+07,18387.2
-6.0152,-8.19982E+07,18384.8
-6.0148,-8.19982E+07,18385.6
-6.0144,-8.19982E+07,18385.6
-6.014,-8.19982E+07,18383.2
-6.0136,-8.19982E+07,18384
-6.0132,-8.19982E+07,18384
-6.0128,-8.19982E+07,18384.8
-6.0124,-8.1998E+07,18384.8
-6.012,-8.1998E+07,18383.2
-6.0116,-8.1998E+07,18381.6
-6.0112,-8.1998E+07,18382.4
-6.0108,-8.1998E+07,18384
-6.0104,-8.1998E+07,18385.6
-6.01,-8.1998E+07,18383.2
-6.0096,-8.19978E+07,18383.2
-6.0092,-8.19978E+07,18381.6
-6.0088,-8.19978E+07,18381.6
-6.0084,-8.19978E+07,18382.4
-6.008,-8.19978E+07,18380
-6.0076,-8.19976E+07,18381.6
-6.0072,-8.19976E+07,18380
-6.0068,-8.19976E+07,18381.6
-6.0064,-8.19976E+07,18379.2
-6.006,-8.19976E+07,18378.4
-6.0056,-8.19976E+07,18379.2
-6.0052,-8.19974E+07,18376.8
-6.0048,-8.19974E+07,18376.8
-6.0044,-8.19974E+07,18376.8
-6.004,-8.19972E+07,18376.8
-6.0036,-8.19972E+07,18376
-6.0032,-8.19972E+07,18376
-6.0028,-8.1997E+07,18372.8
-6.0024,-8.1997E+07,18374.4
-6.002,-8.1997E+07,18372.8
-6.0016,-8.19968E+07,18371.2
-6.0012,-8.19968E+07,18372.8
-6.0008,-8.19968E+07,18370.4
-6.0004,-8.19966E+07,18371.2
-6,-8.19966E+07,18371.2
-5.9996,-8.19964E+07,18369.6
-5.9992,-8.19964E+07,18369.6
-5.9988,-8.19962E+07,18368.8
-5.9984,-8.19962E+07,18369.6
-5.998,-8.1996E+07,18368
-5.9976,-8.1996E+07,18369.6
-5.9972,-8.19958E+07,18369.6
-5.9968,-8.19958E+07,18368.8
-5.9964,-8.19958E+07,18368.8
-5.996,-8.19956E+07,18369.6
-5.9956,-8.19956E+07,18370.4
-5.9952,-8.19956E+07,18370.4
-5.9948,-8.19956E+07,18371.2
-5.9944,-8.19956E+07,18372
-5.994,-8.19956E+07,18372
-5.9936,-8.19958E+07,18374.4
-5.9932,-8.19958E+07,18373.6
-5.9928,-8.19958E+07,18375.2
-5.9924,-8.19958E+07,18376.8
-5.992,-8.1996E+07,18376
-5.9916,-8.1996E+07,18377.6
-5.9912,-8.19962E+07,18377.6
-5.9908,-8.19962E+07,18378.4
-5.9904,-8.19964E+07,18378.4
-5.99,-8.19964E+07,18380.8
-5.9896,-8.19964E+07,18381.6
-5.9892,-8.19964E+07,18380
-5.9888,-8.19966E+07,18383.2
-5.9884,-8.19966E+07,18385.6
-5.988,-8.19966E+07,18383.2
-5.9876,-8.19966E+07,18382.4
-5.9872,-8.19966E+07,18384.8
-5.9868,-8.19966E+07,18384.8
-5.9864,-8.19966E+07,18384.8
-5.986,-8.19966E+07,18386.4
-5.9856,-8.19966E+07,18384
-5.9852,-8.19966E+07,18385.6
-5.9848,-8.19964E+07,18387.2
-5.9844,-8.19964E+07,18387.2
-5.984,-8.19964E+07,18388.8
-5.9836,-8.19964E+07,18388
-5.9832,-8.19964E+07,18390.4
-5.9828,-8.19962E+07,18388
-5.9824,-8.19962E+07,18388
-5.982,-8.1996E+07,18388.8
-5.9816,-8.1996E+07,18388.8
-5.9812,-8.1996E+07,18388.8
-5.9808,-8.1996E+07,18391.2
-5.9804,-8.19958E+07,18390.4
-5.98,-8.19958E+07,18389.6
-5.9796,-8.19956E+07,18388.8
-5.9792,-8.19956E+07,18390.4
-5.9788,-8.19954E+07,18390.4
-5.9784,-8.19954E+07,18388.8
-5.978,-8.19954E+07,18391.2
-5.9776,-8.19952E+07,18389.6
-5.9772,-8.1995E+07,18390.4
-5.9768,-8.1995E+07,18389.6
-5.9764,-8.19948E+07,18390.4
-5.976,-8.19948E+07,18389.6
-5.9756,-8.19946E+07,18390.4
-5.9752,-8.19944E+07,18390.4
-5.9748,-8.19942E+07,18390.4
-5.9744,-8.19942E+07,18390.4
-5.974,-8.1994E+07,18389.6
-5.9736,-8.19938E+07,18388
-5.9732,-8.19936E+07,18389.6
-5.9728,-8.19934E+07,18389.6
-5.9724,-8.19932E+07,18390.4
-5.972,-8.1993E+07,18390.4
-5.9716,-8.19928E+07,18387.2
-5.9712,-8.19926E+07,18388.8
-5.9708,-8.19924E+07,18390.4
-5.9704,-8.1992E+07,18387.2
-5.97,-8.1992E+07,18389.6
-5.9696,-8.19916E+07,18388.8
-5.9692,-8.19916E+07,18387.2
-5.9688,-8.19914E+07,18386.4
-5.9684,-8.19912E+07,18388
-5.968,-8.1991E+07,18385.6
-5.9676,-8.19908E+07,18386.4
-5.9672,-8.19908E+07,18385.6
-5.9668,-8.19908E+07,18385.6
-5.9664,-8.19908E+07,18384
-5.966,-8.19908E+07,18384.8
-5.9656,-8.19908E+07,18384
-5.9652,-8.19908E+07,18382.4
-5.9648,-8.1991E+07,18385.6
-5.9644,-8.1991E+07,18380.8
-5.964,-8.1991E+07,18380.8
-5.9636,-8.19912E+07,18380.8
-5.9632,-8.19912E+07,18376.8
-5.9628,-8.19914E+07,18380
-5.9624,-8.19914E+07,18377.6
-5.962,-8.19916E+07,18373.6
-5.9616,-8.19916E+07,18373.6
-5.9612,-8.19916E+07,18374.4
-5.9608,-8.19918E+07,18372.8
-5.9604,-8.19918E+07,18372.8
-5.96,-8.19918E+07,18372
-5.9596,-8.19918E+07,18372.8
-5.9592,-8.19918E+07,18372
-5.9588,-8.19918E+07,18369.6
-5.9584,-8.19918E+07,18368.8
-5.958,-8.19916E+07,18368.8
-5.9576,-8.19916E+07,18365.6
