Model,TBS 1062,
-0.3628,-8.19942E+07,18360
-0.3624,-8.19942E+07,18362.4
-0.362,-8.19944E+07,18361.6
-0.3616,-8.19944E+07,18360.8
-0.3612,-8.19942E+07,18361.6
-0.3608,-8.19944E+07,18362.4
-0.3604,-8.19944E+07,18361.6
-0.36,-8.19944E+07,18360.8
-0.3596,-8.19944E+07,18363.2
-0.3592,-8.19944E+07,18360
-0.3588,-8.19944E+07,18362.4
-0.3584,-8.19944E+07,18361.6
-0.358,-8.19944E+07,18359.2
-0.3576,-8.19944E+07,18363.2
-0.3572,-8.19946E+07,18362.4
-0.3568,-8.19946E+07,18360.8
-0.3564,-8.19946E+07,18360
-0.356,-8.19946E+07,18360
-0.3556,-8.19946E+07,18360
-0.3552,-8.19946E+07,18360.8
-0.3548,-8.19946E+07,18359.2
-0.3544,-8.19946E+07,18361.6
-0.354,-8.19946E+07,18363.2
-0.3536,-8.19946E+07,18361.6
-0.3532,-8.19948E+07,18359.2
-0.3528,-8.19948E+07,18360
-0.3524,-8.19948E+07,18360.8
-0.352,-8.19948E+07,18360
-0.3516,-8.19948E+07,18361.6
-0.3512,-8.19948E+07,18361.6
-0.3508,-8.1995E+07,18361.6
-0.3504,-8.1995E+07,18360.8
-0.35,-8.1995E+07,18360
-0.3496,-8.1995E+07,18359.2
-0.3492,-8.1995E+07,18360.8
-0.3488,-8.1995E+07,18359.2
-0.3484,-8.1995E+07,18360.8
-0.348,-8.1995E+07,18360.8
-0.3476,-8.1995E+07,18360
-0.3472,-8.1995E+07,18360
-0.3468,-8.1995E+07,18361.6
-0.3464,-8.19952E+07,18359.2
-0.346,-8.1995E+07,18360.8
-0.3456,-8.19952E+07,18362.4
-0.3452,-8.19952E+07,18359.2
-0.3448,-8.19952E+07,18360.8
-0.3444,-8.19952E+07,18360.8
-0.344,-8.19952E+07,18360
-0.3436,-8.19952E+07,18360.8
-0.3432,-8.19954E+07,18362.4
-0.3428,-8.19952E+07,18361.6
-0.3424,-8.19954E+07,18362.4
-0.342,-8.19954E+07,18360
-0.3416,-8.19954E+07,18360.8
-0.3412,-8.19954E+07,18361.6
-0.3408,-8.19954E+07,18360
-0.3404,-8.19954E+07,18359.2
-0.34,-8.19954E+07,18359.2
-0.3396,-8.19954E+07,18360.8
-0.3392,-8.19954E+07,18360.8
-0.3388,-8.19954E+07,18359.2
-0.3384,-8.19956E+07,18360.8
-0.338,-8.19956E+07,18358.4
-0.3376,-8.19956E+07,18360
-0.3372,-8.19956E+07,18360
-0.3368,-8.19956E+07,18357.6
-0.3364,-8.19956E+07,18360.8
-0.336,-8.19956E+07,18359.2
-0.3356,-8.19956E+07,18362.4
-0.3352,-8.19956E+07,18360.8
-0.3348,-8.19956E+07,18360
-0.3344,-8.19956E+07,18359.2
-0.334,-8.19956E+07,18358.4
-0.3336,-8.19956E+07,18360.8
-0.3332,-8.19956E+07,18360
-0.3328,-8.19958E+07,18360
-0.3324,-8.19956E+07,18362.4
-0.332,-8.19958E+07,18360.8
-0.3316,-8.19958E+07,18360.8
-0.3312,-8.19958E+07,18363.2
-0.3308,-8.19958E+07,18360
-0.3304,-8.19958E+07,18360.8
-0.33,-8.19958E+07,18357.6
-0.3296,-8.1996E+07,18359.2
-0.3292,-8.1996E+07,18358.4
-0.3288,-8.19958E+07,18359.2
-0.3284,-8.1996E+07,18357.6
-0.328,-8.1996E+07,18359.2
-0.3276,-8.1996E+07,18358.4
-0.3272,-8.1996E+07,18360.8
-0.3268,-8.1996E+07,18360
-0.3264,-8.1996E+07,18358.4
-0.326,-8.1996E+07,18360.8
-0.3256,-8.19962E+07,18359.2
-0.3252,-8.19962E+07,18357.6
-0.3248,-8.19962E+07,18359.2
-0.3244,-8.19962E+07,18358.4
-0.324,-8.19962E+07,18360
-0.3236,-8.19962E+07,18357.6
-0.3232,-8.19962E+07,18356.8
-0.3228,-8.19962E+07,18356.8
-0.3224,-8.19962E+07,18357.6
-0.322,-8.19962E+07,18358.4
-0.3216,-8.19962E+07,18356.8
-0.3212,-8.19964E+07,18358.4
-0.3208,-8.19964E+07,18355.2
-0.3204,-8.19964E+07,18352.8
-0.32,-8.19964E+07,18356.8
-0.3196,-8.19964E+07,18359.2
-0.3192,-8.19964E+07,18351.2
-0.3188,-8.19966E+07,18352.8
-0.3184,-8.19964E+07,18356
-0.318,-8.19966E+07,18353.6
-0.3176,-8.19966E+07,18353.6
-0.3172,-8.19966E+07,18353.6
-0.3168,-8.19966E+07,18354.4
-0.3164,-8.19966E+07,18352
-0.316,-8.19966E+07,18352
-0.3156,-8.19966E+07,18352
-0.3152,-8.19968E+07,18347.2
-0.3148,-8.19966E+07,18348.8
-0.3144,-8.19968E+07,18350.4
-0.314,-8.19968E+07,18349.6
-0.3136,-8.19968E+07,18349.6
-0.3132,-8.19968E+07,18349.6
-0.3128,-8.19968E+07,18349.6
-0.3124,-8.19968E+07,18350.4
-0.312,-8.19968E+07,18346.4
-0.3116,-8.19968E+07,18348
-0.3112,-8.1997E+07,18348
-0.3108,-8.1997E+07,18345.6
-0.3104,-8.1997E+07,18345.6
-0.31,-8.1997E+07,18345.6
-0.3096,-8.1997E+07,18346.4
-0.3092,-8.1997E+07,18348
-0.3088,-8.1997E+07,18347.2
-0.3084,-8.1997E+07,18345.6
-0.308,-8.1997E+07,18348.8
-0.3076,-8.1997E+07,18348.8
-0.3072,-8.19972E+07,18349.6
-0.3068,-8.19972E+07,18349.6
-0.3064,-8.19972E+07,18349.6
-0.306,-8.19972E+07,18348.8
-0.3056,-8.19972E+07,18349.6
-0.3052,-8.19972E+07,18352.8
-0.3048,-8.19972E+07,18353.6
-0.3044,-8.19972E+07,18355.2
-0.304,-8.19972E+07,18355.2
-0.3036,-8.19972E+07,18352
-0.3032,-8.19972E+07,18356
-0.3028,-8.19974E+07,18357.6
-0.3024,-8.19974E+07,18358.4
-0.302,-8.19974E+07,18358.4
-0.3016,-8.19974E+07,18358.4
-0.3012,-8.19974E+07,18356.8
-0.3008,-8.19976E+07,18361.6
-0.3004,-8.19976E+07,18360.8
-0.3,-8.19974E+07,18360.8
-0.2996,-8.19976E+07,18360.8
-0.2992,-8.19976E+07,18363.2
-0.2988,-8.19976E+07,18361.6
-0.2984,-8.19976E+07,18363.2
-0.298,-8.19976E+07,18362.4
-0.2976,-8.19976E+07,18363.2
-0.2972,-8.19976E+07,18364
-0.2968,-8.19976E+07,18364.8
-0.2964,-8.19976E+07,18364
-0.296,-8.19976E+07,18366.4
-0.2956,-8.19976E+07,18366.4
-0.2952,-8.19978E+07,18366.4
-0.2948,-8.19976E+07,18367.2
-0.2944,-8.19978E+07,18366.4
-0.294,-8.19978E+07,18367.2
-0.2936,-8.19978E+07,18365.6
-0.2932,-8.19978E+07,18368
-0.2928,-8.19978E+07,18368
-0.2924,-8.19978E+07,18368.8
-0.292,-8.19978E+07,18367.2
-0.2916,-8.19978E+07,18368.8
-0.2912,-8.19978E+07,18369.6
-0.2908,-8.19978E+07,18368.8
-0.2904,-8.1998E+07,18368.8
-0.29,-8.19978E+07,18370.4
-0.2896,-8.1998E+07,18368.8
-0.2892,-8.19978E+07,18370.4
-0.2888,-8.1998E+07,18372.8
-0.2884,-8.1998E+07,18370.4
-0.288,-8.1998E+07,18369.6
-0.2876,-8.1998E+07,18371.2
-0.2872,-8.1998E+07,18370.4
-0.2868,-8.1998E+07,18370.4
-0.2864,-8.1998E+07,18372
-0.286,-8.1998E+07,18370.4
-0.2856,-8.1998E+07,18371.2
-0.2852,-8.1998E+07,18372
-0.2848,-8.19982E+07,18370.4
-0.2844,-8.19982E+07,18370.4
-0.284,-8.1998E+07,18371.2
-0.2836,-8.1998E+07,18371.2
-0.2832,-8.19982E+07,18373.6
-0.2828,-8.19982E+07,18372
-0.2824,-8.19982E+07,18371.2
-0.282,-8.19982E+07,18372
-0.2816,-8.19982E+07,18372
-0.2812,-8.19982E+07,18372
-0.2808,-8.19982E+07,18371.2
-0.2804,-8.19982E+07,18372
-0.28,-8.19984E+07,18371.2
-0.2796,-8.19982E+07,18372
-0.2792,-8.19982E+07,18372
-0.2788,-8.19984E+07,18373.6
-0.2784,-8.19984E+07,18372
-0.278,-8.19982E+07,18372
-0.2776,-8.19984E+07,18372
-0.2772,-8.19984E+07,18370.4
-0.2768,-8.19984E+07,18371.2
-0.2764,-8.19984E+07,18371.2
-0.276,-8.19984E+07,18371.2
-0.2756,-8.19984E+07,18372
-0.2752,-8.19984E+07,18371.2
-0.2748,-8.19984E+07,18372.8
-0.2744,-8.19984E+07,18372.8
-0.274,-8.19984E+07,18372.8
-0.2736,-8.19984E+07,18370.4
-0.2732,-8.19984E+07,18370.4
-0.2728,-8.19986E+07,18369.6
-0.2724,-8.19984E+07,18369.6
-0.272,-8.19984E+07,18369.6
-0.2716,-8.19984E+07,18370.4
-0.2712,-8.19984E+07,18369.6
-0.2708,-8.19986E+07,18370.4
-0.2704,-8.19986E+07,18370.4
-0.27,-8.19986E+07,18368.8
-0.2696,-8.19986E+07,18369.6
-0.2692,-8.19986E+07,18369.6
-0.2688,-8.19986E+07,18370.4
-0.2684,-8.19986E+07,18367.2
-0.268,-8.19986E+07,18369.6
-0.2676,-8.19986E+07,18365.6
-0.2672,-8.19986E+07,18368
-0.2668,-8.19988E+07,18369.6
-0.2664,-8.19986E+07,18369.6
-0.266,-8.19986E+07,18367.2
-0.2656,-8.19986E+07,18369.6
-0.2652,-8.19986E+07,18369.6
-0.2648,-8.19986E+07,18368
-0.2644,-8.19986E+07,18372
-0.264,-8.19986E+07,18369.6
-0.2636,-8.19986E+07,18369.6
-0.2632,-8.19986E+07,18369.6
-0.2628,-8.19988E+07,18372
-0.2624,-8.19988E+07,18372.8
-0.262,-8.19988E+07,18370.4
-0.2616,-8.19986E+07,18371.2
-0.2612,-8.19986E+07,18372.8
-0.2608,-8.19988E+07,18374.4
-0.2604,-8.19988E+07,18375.2
-0.26,-8.19988E+07,18372.8
-0.2596,-8.19988E+07,18373.6
-0.2592,-8.19988E+07,18373.6
-0.2588,-8.19988E+07,18373.6
-0.2584,-8.19988E+07,18375.2
-0.258,-8.19988E+07,18376.8
-0.2576,-8.19986E+07,18376
-0.2572,-8.19988E+07,18376
-0.2568,-8.19988E+07,18378.4
-0.2564,-8.19988E+07,18376.8
-0.256,-8.19988E+07,18376
-0.2556,-8.19988E+07,18377.6
-0.2552,-8.19988E+07,18376.8
-0.2548,-8.19988E+07,18377.6
-0.2544,-8.19988E+07,18376
-0.254,-8.19988E+07,18377.6
-0.2536,-8.19988E+07,18378.4
-0.2532,-8.19988E+07,18378.4
-0.2528,-8.19988E+07,18376.8
-0.2524,-8.19988E+07,18377.6
-0.252,-8.19988E+07,18379.2
-0.2516,-8.19988E+07,18377.6
-0.2512,-8.19988E+07,18378.4
-0.2508,-8.19988E+07,18380.8
-0.2504,-8.19988E+07,18378.4
-0.25,-8.19988E+07,18380.8
-0.2496,-8.19988E+07,18379.2
-0.2492,-8.19988E+07,18378.4
-0.2488,-8.19988E+07,18378.4
-0.2484,-8.19988E+07,18377.6
-0.248,-8.19988E+07,18378.4
-0.2476,-8.19988E+07,18376.8
-0.2472,-8.19988E+07,18377.6
-0.2468,-8.19988E+07,18378.4
-0.2464,-8.19988E+07,18377.6
-0.246,-8.19988E+07,18376.8
-0.2456,-8.19988E+07,18376.8
-0.2452,-8.19988E+07,18377.6
-0.2448,-8.19988E+07,18376.8
-0.2444,-8.19988E+07,18375.2
-0.244,-8.19988E+07,18376
-0.2436,-8.19988E+07,18374.4
-0.2432,-8.19988E+07,18376
-0.2428,-8.19988E+07,18375.2
-0.2424,-8.19988E+07,18373.6
-0.242,-8.19988E+07,18372
-0.2416,-8.19988E+07,18372.8
-0.2412,-8.19988E+07,18372.8
-0.2408,-8.19988E+07,18371.2
-0.2404,-8.19986E+07,18371.2
-0.24,-8.19988E+07,18371.2
-0.2396,-8.19986E+07,18368.8
-0.2392,-8.19988E+07,18368.8
-0.2388,-8.19986E+07,18367.2
-0.2384,-8.19988E+07,18368
-0.238,-8.19988E+07,18366.4
-0.2376,-8.19986E+07,18367.2
-0.2372,-8.19986E+07,18366.4
-0.2368,-8.19986E+07,18366.4
-0.2364,-8.19986E+07,18366.4
-0.236,-8.19986E+07,18366.4
-0.2356,-8.19986E+07,18365.6
-0.2352,-8.19988E+07,18366.4
-0.2348,-8.19986E+07,18368
-0.2344,-8.19986E+07,18366.4
-0.234,-8.19986E+07,18368
-0.2336,-8.19986E+07,18369.6
-0.2332,-8.19986E+07,18369.6
-0.2328,-8.19986E+07,18369.6
-0.2324,-8.19986E+07,18368.8
-0.232,-8.19986E+07,18374.4
-0.2316,-8.19986E+07,18371.2
-0.2312,-8.19986E+07,18373.6
-0.2308,-8.19986E+07,18376
-0.2304,-8.19986E+07,18376
-0.23,-8.19986E+07,18376
-0.2296,-8.19984E+07,18377.6
-0.2292,-8.19986E+07,18377.6
-0.2288,-8.19984E+07,18380.8
-0.2284,-8.19984E+07,18379.2
-0.228,-8.19984E+07,18380.8
-0.2276,-8.19984E+07,18380.8
-0.2272,-8.19984E+07,18382.4
-0.2268,-8.19984E+07,18382.4
-0.2264,-8.19984E+07,18384
-0.226,-8.19984E+07,18384
-0.2256,-8.19984E+07,18383.2
-0.2252,-8.19984E+07,18386.4
-0.2248,-8.19984E+07,18386.4
-0.2244,-8.19982E+07,18388
-0.224,-8.19984E+07,18386.4
-0.2236,-8.19984E+07,18388.8
-0.2232,-8.19982E+07,18386.4
-0.2228,-8.19982E+07,18388
-0.2224,-8.19982E+07,18389.6
-0.222,-8.19982E+07,18388.8
-0.2216,-8.19982E+07,18389.6
-0.2212,-8.19982E+07,18389.6
-0.2208,-8.19982E+07,18390.4
-0.2204,-8.1998E+07,18392
-0.22,-8.1998E+07,18390.4
-0.2196,-8.1998E+07,18392
-0.2192,-8.1998E+07,18393.6
-0.2188,-8.1998E+07,18392.8
-0.2184,-8.1998E+07,18392
-0.218,-8.1998E+07,18392.8
-0.2176,-8.19978E+07,18392.8
-0.2172,-8.1998E+07,18394.4
-0.2168,-8.19978E+07,18393.6
-0.2164,-8.19978E+07,18395.2
-0.216,-8.19978E+07,18394.4
-0.2156,-8.19976E+07,18396
-0.2152,-8.19976E+07,18394.4
-0.2148,-8.19976E+07,18396
-0.2144,-8.19976E+07,18396.8
-0.214,-8.19976E+07,18395.2
-0.2136,-8.19976E+07,18396.8
-0.2132,-8.19974E+07,18396
-0.2128,-8.19974E+07,18395.2
-0.2124,-8.19974E+07,18396.8
-0.212,-8.19972E+07,18396
-0.2116,-8.19972E+07,18396.8
-0.2112,-8.19972E+07,18395.2
-0.2108,-8.19972E+07,18396
-0.2104,-8.1997E+07,18396
-0.21,-8.19972E+07,18396
-0.2096,-8.1997E+07,18396.8
-0.2092,-8.19968E+07,18396.8
-0.2088,-8.1997E+07,18396
-0.2084,-8.19968E+07,18398.4
-0.208,-8.19966E+07,18398.4
-0.2076,-8.19966E+07,18398.4
-0.2072,-8.19966E+07,18398.4
-0.2068,-8.19964E+07,18398.4
-0.2064,-8.19964E+07,18397.6
-0.206,-8.19962E+07,18397.6
-0.2056,-8.19962E+07,18396.8
-0.2052,-8.1996E+07,18398.4
-0.2048,-8.19958E+07,18398.4
-0.2044,-8.19958E+07,18398.4
-0.204,-8.19958E+07,18399.2
-0.2036,-8.19956E+07,18398.4
-0.2032,-8.19956E+07,18399.2
-0.2028,-8.19956E+07,18399.2
-0.2024,-8.19956E+07,18400
-0.202,-8.19956E+07,18399.2
-0.2016,-8.19954E+07,18398.4
-0.2012,-8.19956E+07,18398.4
-0.2008,-8.19956E+07,18400
-0.2004,-8.19956E+07,18399.2
-0.2,-8.19958E+07,18400
-0.1996,-8.19958E+07,18399.2
-0.1992,-8.1996E+07,18400
-0.1988,-8.1996E+07,18399.2
-0.1984,-8.19962E+07,18400
-0.198,-8.19962E+07,18400
-0.1976,-8.19964E+07,18399.2
-0.1972,-8.19964E+07,18400.8
-0.1968,-8.19964E+07,18400
-0.1964,-8.19964E+07,18399.2
-0.196,-8.19966E+07,18399.2
-0.1956,-8.19966E+07,18399.2
-0.1952,-8.19966E+07,18400
-0.1948,-8.19966E+07,18398.4
-0.1944,-8.19966E+07,18400.8
-0.194,-8.19966E+07,18400
-0.1936,-8.19966E+07,18400
-0.1932,-8.19966E+07,18400
-0.1928,-8.19966E+07,18400.8
-0.1924,-8.19964E+07,18400
-0.192,-8.19964E+07,18400
-0.1916,-8.19964E+07,18400.8
-0.1912,-8.19964E+07,18400.8
-0.1908,-8.19962E+07,18399.2
-0.1904,-8.19964E+07,18400.8
-0.19,-8.19962E+07,18400.8
-0.1896,-8.19962E+07,18400
-0.1892,-8.19962E+07,18400.8
-0.1888,-8.1996E+07,18399.2
-0.1884,-8.1996E+07,18400.8
-0.188,-8.19958E+07,18400.8
-0.1876,-8.19958E+07,18400.8
-0.1872,-8.19956E+07,18400.8
-0.1868,-8.19956E+07,18399.2
-0.1864,-8.19956E+07,18400.8
-0.186,-8.19954E+07,18400.8
-0.1856,-8.19952E+07,18400.8
-0.1852,-8.19952E+07,18400
-0.1848,-8.1995E+07,18400
-0.1844,-8.19948E+07,18400.8
-0.184,-8.19948E+07,18400
-0.1836,-8.19946E+07,18400
-0.1832,-8.19944E+07,18400.8
-0.1828,-8.19944E+07,18400
-0.1824,-8.19942E+07,18400
-0.182,-8.1994E+07,18400
-0.1816,-8.19938E+07,18400.8
-0.1812,-8.19936E+07,18400.8
-0.1808,-8.19936E+07,18400
-0.1804,-8.19932E+07,18398.4
-0.18,-8.1993E+07,18400
-0.1796,-8.19928E+07,18400.8
-0.1792,-8.19926E+07,18400
-0.1788,-8.19924E+07,18400.8
-0.1784,-8.19924E+07,18400
-0.178,-8.1992E+07,18401.6
-0.1776,-8.19918E+07,18400.8
-0.1772,-8.19916E+07,18400
-0.1768,-8.19914E+07,18401.6
-0.1764,-8.1991E+07,18399.2
-0.176,-8.19908E+07,18400.8
-0.1756,-8.19908E+07,18400
-0.1752,-8.19908E+07,18400.8
-0.1748,-8.19906E+07,18400.8
-0.1744,-8.19906E+07,18400.8
-0.174,-8.19906E+07,18400.8
-0.1736,-8.19906E+07,18401.6
-0.1732,-8.19906E+07,18399.2
-0.1728,-8.19906E+07,18401.6
-0.1724,-8.19908E+07,18400
-0.172,-8.1991E+07,18400.8
-0.1716,-8.1991E+07,18401.6
-0.1712,-8.19912E+07,18400
-0.1708,-8.19914E+07,18399.2
-0.1704,-8.19914E+07,18399.2
-0.17,-8.19914E+07,18398.4
-0.1696,-8.19916E+07,18398.4
-0.1692,-8.19916E+07,18400
-0.1688,-8.19916E+07,18400
-0.1684,-8.19916E+07,18401.6
-0.168,-8.19916E+07,18400
-0.1676,-8.19916E+07,18400.8
-0.1672,-8.19916E+07,18400.8
-0.1668,-8.19916E+07,18399.2
-0.1664,-8.19916E+07,18398.4
-0.166,-8.19916E+07,18400
-0.1656,-8.19916E+07,18396.8
-0.1652,-8.19916E+07,18397.6
-0.1648,-8.19914E+07,18397.6
-0.1644,-8.19912E+07,18400
-0.164,-8.19912E+07,18397.6
-0.1636,-8.19912E+07,18398.4
-0.1632,-8.1991E+07,18399.2
-0.1628,-8.1991E+07,18398.4
-0.1624,-8.19908E+07,18396
-0.162,-8.19908E+07,18396
-0.1616,-8.19906E+07,18396
-0.1612,-8.19906E+07,18396.8
-0.1608,-8.19906E+07,18397.6
-0.1604,-8.19906E+07,18396
-0.16,-8.19906E+07,18394.4
-0.1596,-8.19908E+07,18392.8
-0.1592,-8.19908E+07,18396
-0.1588,-8.1991E+07,18393.6
-0.1584,-8.19912E+07,18393.6
-0.158,-8.19912E+07,18392
-0.1576,-8.19914E+07,18392.8
-0.1572,-8.19916E+07,18390.4
-0.1568,-8.19918E+07,18392
-0.1564,-8.19918E+07,18392.8
-0.156,-8.1992E+07,18390.4
-0.1556,-8.19922E+07,18386.4
-0.1552,-8.19922E+07,18388
-0.1548,-8.19922E+07,18389.6
-0.1544,-8.19924E+07,18388
-0.154,-8.19926E+07,18383.2
-0.1536,-8.19928E+07,18384
-0.1532,-8.19928E+07,18387.2
-0.1528,-8.19928E+07,18389.6
-0.1524,-8.1993E+07,18384
-0.152,-8.19932E+07,18381.6
-0.1516,-8.19932E+07,18383.2
-0.1512,-8.19932E+07,18376
-0.1508,-8.19932E+07,18379.2
-0.1504,-8.19934E+07,18381.6
-0.15,-8.19934E+07,18375.2
-0.1496,-8.19934E+07,18375.2
-0.1492,-8.19934E+07,18375.2
-0.1488,-8.19934E+07,18371.2
-0.1484,-8.19936E+07,18374.4
-0.148,-8.19936E+07,18367.2
-0.1476,-8.19936E+07,18372
-0.1472,-8.19936E+07,18371.2
-0.1468,-8.19936E+07,18370.4
-0.1464,-8.19938E+07,18368.8
-0.146,-8.19938E+07,18371.2
-0.1456,-8.19938E+07,18368
-0.1452,-8.19938E+07,18364.8
-0.1448,-8.1994E+07,18362.4
-0.1444,-8.1994E+07,18361.6
-0.144,-8.1994E+07,18360
-0.1436,-8.1994E+07,18360.8
-0.1432,-8.1994E+07,18360.8
-0.1428,-8.19942E+07,18359.2
-0.1424,-8.19942E+07,18356.8
-0.142,-8.19942E+07,18356.8
-0.1416,-8.19942E+07,18356.8
-0.1412,-8.19942E+07,18354.4
-0.1408,-8.19942E+07,18354.4
-0.1404,-8.19944E+07,18355.2
-0.14,-8.19944E+07,18355.2
-0.1396,-8.19944E+07,18357.6
-0.1392,-8.19942E+07,18356
-0.1388,-8.19942E+07,18356
-0.1384,-8.19944E+07,18360
-0.138,-8.19944E+07,18360
-0.1376,-8.19944E+07,18360.8
-0.1372,-8.19942E+07,18365.6
