Model,TBS 1062,
-5.0224,-8.19938E+07,18360.8
-5.022,-8.19938E+07,18364
-5.0216,-8.19938E+07,18363.2
-5.0212,-8.19938E+07,18363.2
-5.0208,-8.1994E+07,18363.2
-5.0204,-8.1994E+07,18364.8
-5.02,-8.19938E+07,18363.2
-5.0196,-8.19938E+07,18364
-5.0192,-8.1994E+07,18362.4
-5.0188,-8.1994E+07,18364
-5.0184,-8.1994E+07,18362.4
-5.018,-8.1994E+07,18362.4
-5.0176,-8.1994E+07,18362.4
-5.0172,-8.1994E+07,18363.2
-5.0168,-8.1994E+07,18363.2
-5.0164,-8.1994E+07,18364.8
-5.016,-8.19942E+07,18363.2
-5.0156,-8.19942E+07,18363.2
-5.0152,-8.1994E+07,18360.8
-5.0148,-8.19942E+07,18361.6
-5.0144,-8.19942E+07,18363.2
-5.014,-8.19942E+07,18360
-5.0136,-8.19942E+07,18363.2
-5.0132,-8.19944E+07,18360.8
-5.0128,-8.19942E+07,18360.8
-5.0124,-8.19942E+07,18361.6
-5.012,-8.19944E+07,18360.8
-5.0116,-8.19942E+07,18360.8
-5.0112,-8.19944E+07,18360
-5.0108,-8.19944E+07,18360
-5.0104,-8.19944E+07,18360
-5.01,-8.19944E+07,18360
-5.0096,-8.19944E+07,18357.6
-5.0092,-8.19944E+07,18359.2
-5.0088,-8.19944E+07,18360.8
-5.0084,-8.19944E+07,18358.4
-5.008,-8.19944E+07,18360
-5.0076,-8.19944E+07,18358.4
-5.0072,-8.19946E+07,18360.8
-5.0068,-8.19946E+07,18358.4
-5.0064,-8.19946E+07,18359.2
-5.006,-8.19946E+07,18356.8
-5.0056,-8.19946E+07,18357.6
-5.0052,-8.19946E+07,18357.6
-5.0048,-8.19946E+07,18355.2
-5.0044,-8.19946E+07,18356.8
-5.004,-8.19946E+07,18356
-5.0036,-8.19946E+07,18357.6
-5.0032,-8.19946E+07,18356
-5.0028,-8.19948E+07,18358.4
-5.0024,-8.19946E+07,18357.6
-5.002,-8.19948E+07,18355.2
-5.0016,-8.19948E+07,18355.2
-5.0012,-8.19948E+07,18360
-5.0008,-8.19948E+07,18359.2
-5.0004,-8.1995E+07,18358.4
-5,-8.19948E+07,18358.4
-4.9996,-8.19948E+07,18358.4
-4.9992,-8.19948E+07,18359.2
-4.9988,-8.1995E+07,18358.4
-4.9984,-8.19948E+07,18357.6
-4.998,-8.19948E+07,18356
-4.9976,-8.1995E+07,18356
-4.9972,-8.1995E+07,18358.4
-4.9968,-8.1995E+07,18357.6
-4.9964,-8.1995E+07,18356
-4.996,-8.1995E+07,18358.4
-4.9956,-8.1995E+07,18356
-4.9952,-8.19952E+07,18356.8
-4.9948,-8.19952E+07,18356
-4.9944,-8.1995E+07,18356
-4.994,-8.19952E+07,18356
-4.9936,-8.19952E+07,18357.6
-4.9932,-8.19952E+07,18355.2
-4.9928,-8.19952E+07,18356.8
-4.9924,-8.19952E+07,18356
-4.992,-8.19952E+07,18358.4
-4.9916,-8.19952E+07,18356
-4.9912,-8.19952E+07,18356.8
-4.9908,-8.19952E+07,18354.4
-4.9904,-8.19954E+07,18352.8
-4.99,-8.19954E+07,18354.4
-4.9896,-8.19954E+07,18352.8
-4.9892,-8.19954E+07,18354.4
-4.9888,-8.19954E+07,18354.4
-4.9884,-8.19954E+07,18353.6
-4.988,-8.19956E+07,18352
-4.9876,-8.19956E+07,18350.4
-4.9872,-8.19954E+07,18351.2
-4.9868,-8.19956E+07,18351.2
-4.9864,-8.19956E+07,18348.8
-4.986,-8.19956E+07,18353.6
-4.9856,-8.19956E+07,18347.2
-4.9852,-8.19956E+07,18348
-4.9848,-8.19956E+07,18346.4
-4.9844,-8.19956E+07,18349.6
-4.984,-8.19956E+07,18348
-4.9836,-8.19956E+07,18349.6
-4.9832,-8.19958E+07,18349.6
-4.9828,-8.19958E+07,18347.2
-4.9824,-8.19958E+07,18348
-4.982,-8.19956E+07,18347.2
-4.9816,-8.19958E+07,18348
-4.9812,-8.19958E+07,18346.4
-4.9808,-8.19958E+07,18348
-4.9804,-8.19958E+07,18348
-4.98,-8.19958E+07,18348
-4.9796,-8.19958E+07,18348
-4.9792,-8.19958E+07,18347.2
-4.9788,-8.19958E+07,18347.2
-4.9784,-8.1996E+07,18348
-4.978,-8.19958E+07,18348
-4.9776,-8.19958E+07,18348
-4.9772,-8.1996E+07,18346.4
-4.9768,-8.1996E+07,18348.8
-4.9764,-8.1996E+07,18348.8
-4.976,-8.1996E+07,18349.6
-4.9756,-8.1996E+07,18351.2
-4.9752,-8.1996E+07,18349.6
-4.9748,-8.1996E+07,18350.4
-4.9744,-8.1996E+07,18350.4
-4.974,-8.1996E+07,18350.4
-4.9736,-8.19962E+07,18353.6
-4.9732,-8.1996E+07,18352.8
-4.9728,-8.19962E+07,18352
-4.9724,-8.19962E+07,18351.2
-4.972,-8.19962E+07,18356
-4.9716,-8.19962E+07,18355.2
-4.9712,-8.19962E+07,18355.2
-4.9708,-8.19962E+07,18356
-4.9704,-8.19962E+07,18357.6
-4.97,-8.19964E+07,18355.2
-4.9696,-8.19964E+07,18357.6
-4.9692,-8.19964E+07,18358.4
-4.9688,-8.19964E+07,18359.2
-4.9684,-8.19964E+07,18360.8
-4.968,-8.19964E+07,18360
-4.9676,-8.19964E+07,18358.4
-4.9672,-8.19964E+07,18361.6
-4.9668,-8.19964E+07,18363.2
-4.9664,-8.19964E+07,18361.6
-4.966,-8.19964E+07,18362.4
-4.9656,-8.19964E+07,18362.4
-4.9652,-8.19966E+07,18364.8
-4.9648,-8.19966E+07,18364.8
-4.9644,-8.19966E+07,18364
-4.964,-8.19966E+07,18366.4
-4.9636,-8.19966E+07,18365.6
-4.9632,-8.19966E+07,18365.6
-4.9628,-8.19966E+07,18365.6
-4.9624,-8.19966E+07,18368
-4.962,-8.19966E+07,18366.4
-4.9616,-8.19966E+07,18367.2
-4.9612,-8.19966E+07,18368.8
-4.9608,-8.19968E+07,18367.2
-4.9604,-8.19966E+07,18368
-4.96,-8.19968E+07,18368.8
-4.9596,-8.19968E+07,18368
-4.9592,-8.19968E+07,18368
-4.9588,-8.19968E+07,18368.8
-4.9584,-8.19968E+07,18369.6
-4.958,-8.19968E+07,18370.4
-4.9576,-8.1997E+07,18370.4
-4.9572,-8.19968E+07,18372
-4.9568,-8.19968E+07,18372
-4.9564,-8.1997E+07,18371.2
-4.956,-8.1997E+07,18370.4
-4.9556,-8.1997E+07,18372
-4.9552,-8.1997E+07,18371.2
-4.9548,-8.1997E+07,18372
-4.9544,-8.1997E+07,18370.4
-4.954,-8.1997E+07,18372
-4.9536,-8.19972E+07,18373.6
-4.9532,-8.1997E+07,18373.6
-4.9528,-8.19972E+07,18373.6
-4.9524,-8.19972E+07,18372.8
-4.952,-8.19972E+07,18373.6
-4.9516,-8.19972E+07,18373.6
-4.9512,-8.19972E+07,18373.6
-4.9508,-8.19972E+07,18373.6
-4.9504,-8.19972E+07,18375.2
-4.95,-8.19974E+07,18374.4
-4.9496,-8.19972E+07,18373.6
-4.9492,-8.19972E+07,18375.2
-4.9488,-8.19972E+07,18375.2
-4.9484,-8.19974E+07,18376
-4.948,-8.19974E+07,18375.2
-4.9476,-8.19974E+07,18376
-4.9472,-8.19974E+07,18376
-4.9468,-8.19974E+07,18376
-4.9464,-8.19974E+07,18376.8
-4.946,-8.19974E+07,18375.2
-4.9456,-8.19974E+07,18376.8
-4.9452,-8.19974E+07,18377.6
-4.9448,-8.19974E+07,18376.8
-4.9444,-8.19974E+07,18376
-4.944,-8.19976E+07,18377.6
-4.9436,-8.19976E+07,18377.6
-4.9432,-8.19976E+07,18377.6
-4.9428,-8.19976E+07,18378.4
-4.9424,-8.19976E+07,18377.6
-4.942,-8.19976E+07,18376.8
-4.9416,-8.19976E+07,18378.4
-4.9412,-8.19976E+07,18376.8
-4.9408,-8.19976E+07,18379.2
-4.9404,-8.19976E+07,18379.2
-4.94,-8.19976E+07,18377.6
-4.9396,-8.19978E+07,18378.4
-4.9392,-8.19978E+07,18377.6
-4.9388,-8.19978E+07,18378.4
-4.9384,-8.19978E+07,18377.6
-4.938,-8.19978E+07,18378.4
-4.9376,-8.19978E+07,18380
-4.9372,-8.19978E+07,18379.2
-4.9368,-8.19978E+07,18377.6
-4.9364,-8.1998E+07,18378.4
-4.936,-8.19978E+07,18380
-4.9356,-8.19978E+07,18380
-4.9352,-8.1998E+07,18380
-4.9348,-8.1998E+07,18380
-4.9344,-8.1998E+07,18382.4
-4.934,-8.1998E+07,18380.8
-4.9336,-8.1998E+07,18380.8
-4.9332,-8.1998E+07,18382.4
-4.9328,-8.1998E+07,18381.6
-4.9324,-8.1998E+07,18380.8
-4.932,-8.1998E+07,18380.8
-4.9316,-8.1998E+07,18381.6
-4.9312,-8.1998E+07,18380.8
-4.9308,-8.1998E+07,18381.6
-4.9304,-8.19982E+07,18381.6
-4.93,-8.19982E+07,18380.8
-4.9296,-8.19982E+07,18381.6
-4.9292,-8.19982E+07,18381.6
-4.9288,-8.19982E+07,18382.4
-4.9284,-8.19982E+07,18382.4
-4.928,-8.19982E+07,18382.4
-4.9276,-8.19982E+07,18382.4
-4.9272,-8.19982E+07,18381.6
-4.9268,-8.19982E+07,18382.4
-4.9264,-8.19982E+07,18384
-4.926,-8.19982E+07,18382.4
-4.9256,-8.19982E+07,18383.2
-4.9252,-8.19984E+07,18383.2
-4.9248,-8.19984E+07,18384
-4.9244,-8.19984E+07,18384
-4.924,-8.19984E+07,18384
-4.9236,-8.19984E+07,18384
-4.9232,-8.19984E+07,18384.8
-4.9228,-8.19984E+07,18383.2
-4.9224,-8.19984E+07,18384.8
-4.922,-8.19984E+07,18384.8
-4.9216,-8.19984E+07,18384.8
-4.9212,-8.19984E+07,18384.8
-4.9208,-8.19984E+07,18384.8
-4.9204,-8.19984E+07,18385.6
-4.92,-8.19984E+07,18384.8
-4.9196,-8.19984E+07,18384.8
-4.9192,-8.19984E+07,18385.6
-4.9188,-8.19984E+07,18386.4
-4.9184,-8.19984E+07,18385.6
-4.918,-8.19986E+07,18385.6
-4.9176,-8.19984E+07,18385.6
-4.9172,-8.19986E+07,18385.6
-4.9168,-8.19986E+07,18385.6
-4.9164,-8.19986E+07,18385.6
-4.916,-8.19986E+07,18386.4
-4.9156,-8.19986E+07,18386.4
-4.9152,-8.19986E+07,18387.2
-4.9148,-8.19984E+07,18387.2
-4.9144,-8.19986E+07,18385.6
-4.914,-8.19986E+07,18387.2
-4.9136,-8.19986E+07,18387.2
-4.9132,-8.19986E+07,18388
-4.9128,-8.19986E+07,18387.2
-4.9124,-8.19986E+07,18388
-4.912,-8.19986E+07,18387.2
-4.9116,-8.19986E+07,18388
-4.9112,-8.19986E+07,18386.4
-4.9108,-8.19986E+07,18388.8
-4.9104,-8.19986E+07,18388
-4.91,-8.19986E+07,18388
-4.9096,-8.19986E+07,18388.8
-4.9092,-8.19988E+07,18388
-4.9088,-8.19986E+07,18389.6
-4.9084,-8.19986E+07,18388
-4.908,-8.19986E+07,18388.8
-4.9076,-8.19986E+07,18388
-4.9072,-8.19986E+07,18388.8
-4.9068,-8.19988E+07,18389.6
-4.9064,-8.19986E+07,18388.8
-4.906,-8.19986E+07,18390.4
-4.9056,-8.19986E+07,18388.8
-4.9052,-8.19986E+07,18388.8
-4.9048,-8.19986E+07,18390.4
-4.9044,-8.19988E+07,18389.6
-4.904,-8.19986E+07,18390.4
-4.9036,-8.19986E+07,18389.6
-4.9032,-8.19986E+07,18389.6
-4.9028,-8.19988E+07,18389.6
-4.9024,-8.19988E+07,18391.2
-4.902,-8.19988E+07,18390.4
-4.9016,-8.19986E+07,18389.6
-4.9012,-8.19988E+07,18390.4
-4.9008,-8.19988E+07,18390.4
-4.9004,-8.19986E+07,18390.4
-4.9,-8.19988E+07,18390.4
-4.8996,-8.19988E+07,18391.2
-4.8992,-8.19986E+07,18391.2
-4.8988,-8.19988E+07,18391.2
-4.8984,-8.19988E+07,18391.2
-4.898,-8.19988E+07,18391.2
-4.8976,-8.19988E+07,18391.2
-4.8972,-8.19988E+07,18391.2
-4.8968,-8.19988E+07,18392
-4.8964,-8.19988E+07,18390.4
-4.896,-8.19988E+07,18390.4
-4.8956,-8.19986E+07,18391.2
-4.8952,-8.19986E+07,18390.4
-4.8948,-8.19988E+07,18391.2
-4.8944,-8.19986E+07,18391.2
-4.894,-8.19988E+07,18392
-4.8936,-8.19986E+07,18391.2
-4.8932,-8.19988E+07,18391.2
-4.8928,-8.19986E+07,18390.4
-4.8924,-8.19988E+07,18392
-4.892,-8.19988E+07,18392
-4.8916,-8.19986E+07,18392
-4.8912,-8.19988E+07,18392
-4.8908,-8.19986E+07,18392.8
-4.8904,-8.19986E+07,18392.8
-4.89,-8.19986E+07,18392
-4.8896,-8.19986E+07,18392
-4.8892,-8.19986E+07,18393.6
-4.8888,-8.19986E+07,18392
-4.8884,-8.19988E+07,18393.6
-4.888,-8.19986E+07,18392.8
-4.8876,-8.19986E+07,18392.8
-4.8872,-8.19986E+07,18392.8
-4.8868,-8.19986E+07,18392.8
-4.8864,-8.19986E+07,18392
-4.886,-8.19986E+07,18393.6
-4.8856,-8.19986E+07,18392.8
-4.8852,-8.19986E+07,18393.6
-4.8848,-8.19986E+07,18393.6
-4.8844,-8.19986E+07,18393.6
-4.884,-8.19984E+07,18393.6
-4.8836,-8.19986E+07,18392.8
-4.8832,-8.19986E+07,18394.4
-4.8828,-8.19986E+07,18393.6
-4.8824,-8.19986E+07,18394.4
-4.882,-8.19984E+07,18392.8
-4.8816,-8.19984E+07,18392.8
-4.8812,-8.19984E+07,18394.4
-4.8808,-8.19984E+07,18392.8
-4.8804,-8.19984E+07,18393.6
-4.88,-8.19984E+07,18393.6
-4.8796,-8.19984E+07,18392.8
-4.8792,-8.19984E+07,18395.2
-4.8788,-8.19984E+07,18394.4
-4.8784,-8.19984E+07,18394.4
-4.878,-8.19984E+07,18394.4
-4.8776,-8.19984E+07,18393.6
-4.8772,-8.19984E+07,18395.2
-4.8768,-8.19984E+07,18394.4
-4.8764,-8.19984E+07,18394.4
-4.876,-8.19984E+07,18394.4
-4.8756,-8.19982E+07,18394.4
-4.8752,-8.19982E+07,18394.4
-4.8748,-8.19982E+07,18393.6
-4.8744,-8.19982E+07,18393.6
-4.874,-8.19982E+07,18394.4
-4.8736,-8.19982E+07,18393.6
-4.8732,-8.19982E+07,18393.6
-4.8728,-8.19982E+07,18394.4
-4.8724,-8.19982E+07,18394.4
-4.872,-8.1998E+07,18393.6
-4.8716,-8.1998E+07,18393.6
-4.8712,-8.1998E+07,18393.6
-4.8708,-8.1998E+07,18394.4
-4.8704,-8.1998E+07,18395.2
-4.87,-8.1998E+07,18394.4
-4.8696,-8.1998E+07,18393.6
-4.8692,-8.19978E+07,18395.2
-4.8688,-8.1998E+07,18395.2
-4.8684,-8.19978E+07,18394.4
-4.868,-8.19978E+07,18394.4
-4.8676,-8.19978E+07,18395.2
-4.8672,-8.19978E+07,18394.4
-4.8668,-8.19978E+07,18395.2
-4.8664,-8.19976E+07,18395.2
-4.866,-8.19976E+07,18394.4
-4.8656,-8.19976E+07,18394.4
-4.8652,-8.19976E+07,18395.2
-4.8648,-8.19976E+07,18396
-4.8644,-8.19976E+07,18395.2
-4.864,-8.19974E+07,18394.4
-4.8636,-8.19974E+07,18394.4
-4.8632,-8.19974E+07,18393.6
-4.8628,-8.19974E+07,18395.2
-4.8624,-8.19974E+07,18393.6
-4.862,-8.19972E+07,18394.4
-4.8616,-8.19972E+07,18394.4
-4.8612,-8.19972E+07,18392.8
-4.8608,-8.19972E+07,18395.2
-4.8604,-8.1997E+07,18395.2
-4.86,-8.1997E+07,18394.4
-4.8596,-8.1997E+07,18392.8
-4.8592,-8.19968E+07,18395.2
-4.8588,-8.19968E+07,18394.4
-4.8584,-8.19968E+07,18394.4
-4.858,-8.19966E+07,18394.4
-4.8576,-8.19964E+07,18395.2
-4.8572,-8.19964E+07,18395.2
-4.8568,-8.19962E+07,18395.2
-4.8564,-8.19962E+07,18395.2
-4.856,-8.19962E+07,18393.6
-4.8556,-8.1996E+07,18394.4
-4.8552,-8.1996E+07,18395.2
-4.8548,-8.19958E+07,18395.2
-4.8544,-8.19958E+07,18395.2
-4.854,-8.19958E+07,18395.2
-4.8536,-8.19956E+07,18395.2
-4.8532,-8.19956E+07,18395.2
-4.8528,-8.19954E+07,18395.2
-4.8524,-8.19954E+07,18394.4
-4.852,-8.19954E+07,18394.4
-4.8516,-8.19954E+07,18394.4
-4.8512,-8.19956E+07,18394.4
-4.8508,-8.19956E+07,18394.4
-4.8504,-8.19956E+07,18394.4
-4.85,-8.19958E+07,18395.2
-4.8496,-8.19958E+07,18393.6
-4.8492,-8.1996E+07,18396.8
-4.8488,-8.1996E+07,18395.2
-4.8484,-8.1996E+07,18394.4
-4.848,-8.19962E+07,18393.6
-4.8476,-8.19962E+07,18394.4
-4.8472,-8.19962E+07,18395.2
-4.8468,-8.19964E+07,18394.4
-4.8464,-8.19964E+07,18393.6
-4.846,-8.19964E+07,18393.6
-4.8456,-8.19964E+07,18394.4
-4.8452,-8.19964E+07,18395.2
-4.8448,-8.19964E+07,18395.2
-4.8444,-8.19966E+07,18392.8
-4.844,-8.19964E+07,18394.4
-4.8436,-8.19966E+07,18395.2
-4.8432,-8.19966E+07,18395.2
-4.8428,-8.19964E+07,18395.2
-4.8424,-8.19964E+07,18392.8
-4.842,-8.19964E+07,18395.2
-4.8416,-8.19964E+07,18396
-4.8412,-8.19964E+07,18395.2
-4.8408,-8.19962E+07,18392.8
-4.8404,-8.19962E+07,18393.6
-4.84,-8.19962E+07,18393.6
-4.8396,-8.19962E+07,18392.8
-4.8392,-8.19962E+07,18393.6
-4.8388,-8.1996E+07,18393.6
-4.8384,-8.1996E+07,18393.6
-4.838,-8.1996E+07,18392.8
-4.8376,-8.1996E+07,18394.4
-4.8372,-8.19958E+07,18392.8
-4.8368,-8.19956E+07,18392.8
-4.8364,-8.19956E+07,18392
-4.836,-8.19956E+07,18390.4
-4.8356,-8.19954E+07,18392.8
-4.8352,-8.19952E+07,18392.8
-4.8348,-8.19952E+07,18393.6
-4.8344,-8.1995E+07,18392
-4.834,-8.19948E+07,18388.8
-4.8336,-8.19948E+07,18388.8
-4.8332,-8.19948E+07,18391.2
-4.8328,-8.19946E+07,18389.6
-4.8324,-8.19944E+07,18390.4
-4.832,-8.19942E+07,18388.8
-4.8316,-8.19942E+07,18388
-4.8312,-8.1994E+07,18388.8
-4.8308,-8.19938E+07,18390.4
-4.8304,-8.19936E+07,18385.6
-4.83,-8.19934E+07,18390.4
-4.8296,-8.19934E+07,18387.2
-4.8292,-8.1993E+07,18384.8
-4.8288,-8.1993E+07,18385.6
-4.8284,-8.19926E+07,18386.4
-4.828,-8.19924E+07,18384.8
-4.8276,-8.19922E+07,18384.8
-4.8272,-8.1992E+07,18384.8
-4.8268,-8.19918E+07,18380.8
-4.8264,-8.19916E+07,18384.8
-4.826,-8.19912E+07,18385.6
-4.8256,-8.19912E+07,18382.4
-4.8252,-8.1991E+07,18380
-4.8248,-8.19908E+07,18379.2
-4.8244,-8.19908E+07,18384.8
-4.824,-8.19906E+07,18378.4
-4.8236,-8.19906E+07,18376.8
-4.8232,-8.19904E+07,18374.4
-4.8228,-8.19904E+07,18374.4
-4.8224,-8.19906E+07,18374.4
-4.822,-8.19906E+07,18377.6
-4.8216,-8.19906E+07,18369.6
-4.8212,-8.19908E+07,18373.6
-4.8208,-8.1991E+07,18367.2
-4.8204,-8.1991E+07,18363.2
-4.82,-8.19912E+07,18359.2
-4.8196,-8.19912E+07,18364
-4.8192,-8.19914E+07,18357.6
-4.8188,-8.19914E+07,18360
-4.8184,-8.19916E+07,18357.6
-4.818,-8.19916E+07,18354.4
-4.8176,-8.19916E+07,18351.2
-4.8172,-8.19916E+07,18352
-4.8168,-8.19916E+07,18348
-4.8164,-8.19918E+07,18350.4
-4.816,-8.19916E+07,18347.2
-4.8156,-8.19916E+07,18348.8
-4.8152,-8.19916E+07,18346.4
-4.8148,-8.19916E+07,18347.2
-4.8144,-8.19916E+07,18344.8
-4.814,-8.19916E+07,18343.2
-4.8136,-8.19914E+07,18345.6
-4.8132,-8.19912E+07,18347.2
-4.8128,-8.19912E+07,18345.6
-4.8124,-8.1991E+07,18344.8
-4.812,-8.1991E+07,18348
-4.8116,-8.19908E+07,18349.6
-4.8112,-8.19908E+07,18349.6
-4.8108,-8.19906E+07,18352.8
-4.8104,-8.19906E+07,18352.8
-4.81,-8.19906E+07,18354.4
-4.8096,-8.19904E+07,18353.6
-4.8092,-8.19906E+07,18353.6
-4.8088,-8.19906E+07,18358.4
-4.8084,-8.19906E+07,18352.8
-4.808,-8.19908E+07,18361.6
-4.8076,-8.1991E+07,18361.6
-4.8072,-8.19912E+07,18364.8
-4.8068,-8.19912E+07,18367.2
-4.8064,-8.19914E+07,18366.4
-4.806,-8.19916E+07,18365.6
-4.8056,-8.19918E+07,18368.8
-4.8052,-8.19918E+07,18372
-4.8048,-8.19922E+07,18374.4
-4.8044,-8.19922E+07,18374.4
-4.804,-8.19922E+07,18380
-4.8036,-8.19924E+07,18375.2
-4.8032,-8.19924E+07,18377.6
-4.8028,-8.19926E+07,18379.2
-4.8024,-8.19926E+07,18381.6
-4.802,-8.19928E+07,18380.8
-4.8016,-8.19928E+07,18382.4
-4.8012,-8.19928E+07,18383.2
-4.8008,-8.1993E+07,18383.2
-4.8004,-8.1993E+07,18392
-4.8,-8.19932E+07,18388.8
-4.7996,-8.19932E+07,18384.8
-4.7992,-8.19932E+07,18388
-4.7988,-8.19932E+07,18387.2
-4.7984,-8.19932E+07,18391.2
