Model,TBS 1062,
-4.0624,-8.19926E+07,18369.6
-4.062,-8.19926E+07,18368
-4.0616,-8.19926E+07,18369.6
-4.0612,-8.19926E+07,18368
-4.0608,-8.19926E+07,18368
-4.0604,-8.19926E+07,18368.8
-4.06,-8.19926E+07,18368
-4.0596,-8.19926E+07,18366.4
-4.0592,-8.19928E+07,18370.4
-4.0588,-8.19926E+07,18367.2
-4.0584,-8.19928E+07,18368
-4.058,-8.19928E+07,18369.6
-4.0576,-8.19928E+07,18368
-4.0572,-8.19928E+07,18368.8
-4.0568,-8.19928E+07,18365.6
-4.0564,-8.19928E+07,18367.2
-4.056,-8.19928E+07,18367.2
-4.0556,-8.19928E+07,18367.2
-4.0552,-8.19928E+07,18366.4
-4.0548,-8.19928E+07,18365.6
-4.0544,-8.19928E+07,18367.2
-4.054,-8.1993E+07,18366.4
-4.0536,-8.19928E+07,18366.4
-4.0532,-8.1993E+07,18366.4
-4.0528,-8.19928E+07,18367.2
-4.0524,-8.1993E+07,18365.6
-4.052,-8.1993E+07,18367.2
-4.0516,-8.1993E+07,18365.6
-4.0512,-8.1993E+07,18365.6
-4.0508,-8.1993E+07,18366.4
-4.0504,-8.1993E+07,18365.6
-4.05,-8.1993E+07,18366.4
-4.0496,-8.1993E+07,18365.6
-4.0492,-8.1993E+07,18364.8
-4.0488,-8.1993E+07,18364
-4.0484,-8.19932E+07,18363.2
-4.048,-8.19932E+07,18364.8
-4.0476,-8.19932E+07,18364
-4.0472,-8.19932E+07,18364.8
-4.0468,-8.19932E+07,18364.8
-4.0464,-8.19932E+07,18364
-4.046,-8.19932E+07,18362.4
-4.0456,-8.19932E+07,18364
-4.0452,-8.19932E+07,18364.8
-4.0448,-8.19932E+07,18364.8
-4.0444,-8.19932E+07,18363.2
-4.044,-8.19932E+07,18364
-4.0436,-8.19932E+07,18364.8
-4.0432,-8.19932E+07,18362.4
-4.0428,-8.19932E+07,18364.8
-4.0424,-8.19934E+07,18363.2
-4.042,-8.19934E+07,18363.2
-4.0416,-8.19934E+07,18364
-4.0412,-8.19934E+07,18364.8
-4.0408,-8.19934E+07,18360.8
-4.0404,-8.19934E+07,18361.6
-4.04,-8.19934E+07,18364
-4.0396,-8.19934E+07,18361.6
-4.0392,-8.19934E+07,18362.4
-4.0388,-8.19934E+07,18362.4
-4.0384,-8.19934E+07,18360.8
-4.038,-8.19934E+07,18360
-4.0376,-8.19936E+07,18363.2
-4.0372,-8.19936E+07,18360.8
-4.0368,-8.19936E+07,18360
-4.0364,-8.19936E+07,18363.2
-4.036,-8.19936E+07,18362.4
-4.0356,-8.19936E+07,18363.2
-4.0352,-8.19936E+07,18361.6
-4.0348,-8.19936E+07,18360.8
-4.0344,-8.19936E+07,18361.6
-4.034,-8.19936E+07,18361.6
-4.0336,-8.19936E+07,18361.6
-4.0332,-8.19938E+07,18360
-4.0328,-8.19936E+07,18362.4
-4.0324,-8.19936E+07,18361.6
-4.032,-8.19938E+07,18360
-4.0316,-8.19938E+07,18361.6
-4.0312,-8.19938E+07,18360
-4.0308,-8.19938E+07,18360
-4.0304,-8.19938E+07,18361.6
-4.03,-8.19938E+07,18361.6
-4.0296,-8.19938E+07,18360.8
-4.0292,-8.19938E+07,18360
-4.0288,-8.19938E+07,18361.6
-4.0284,-8.1994E+07,18360
-4.028,-8.1994E+07,18362.4
-4.0276,-8.1994E+07,18360.8
-4.0272,-8.1994E+07,18360
-4.0268,-8.1994E+07,18360.8
-4.0264,-8.1994E+07,18358.4
-4.026,-8.1994E+07,18360.8
-4.0256,-8.1994E+07,18360.8
-4.0252,-8.1994E+07,18358.4
-4.0248,-8.19942E+07,18359.2
-4.0244,-8.1994E+07,18359.2
-4.024,-8.19942E+07,18357.6
-4.0236,-8.19942E+07,18359.2
-4.0232,-8.19942E+07,18359.2
-4.0228,-8.19942E+07,18357.6
-4.0224,-8.19942E+07,18357.6
-4.022,-8.19942E+07,18357.6
-4.0216,-8.19942E+07,18360
-4.0212,-8.19942E+07,18358.4
-4.0208,-8.19942E+07,18356.8
-4.0204,-8.19942E+07,18356.8
-4.02,-8.19944E+07,18360
-4.0196,-8.19944E+07,18357.6
-4.0192,-8.19944E+07,18356.8
-4.0188,-8.19944E+07,18357.6
-4.0184,-8.19944E+07,18357.6
-4.018,-8.19944E+07,18356
-4.0176,-8.19944E+07,18357.6
-4.0172,-8.19944E+07,18356
-4.0168,-8.19944E+07,18355.2
-4.0164,-8.19944E+07,18354.4
-4.016,-8.19946E+07,18352.8
-4.0156,-8.19946E+07,18355.2
-4.0152,-8.19946E+07,18356.8
-4.0148,-8.19946E+07,18354.4
-4.0144,-8.19946E+07,18352.8
-4.014,-8.19946E+07,18353.6
-4.0136,-8.19946E+07,18352
-4.0132,-8.19946E+07,18348.8
-4.0128,-8.19946E+07,18352
-4.0124,-8.19948E+07,18350.4
-4.012,-8.19948E+07,18354.4
-4.0116,-8.19946E+07,18352
-4.0112,-8.19948E+07,18353.6
-4.0108,-8.19948E+07,18350.4
-4.0104,-8.19948E+07,18348
-4.01,-8.19948E+07,18349.6
-4.0096,-8.19948E+07,18348.8
-4.0092,-8.19948E+07,18348.8
-4.0088,-8.1995E+07,18350.4
-4.0084,-8.19948E+07,18349.6
-4.008,-8.1995E+07,18350.4
-4.0076,-8.19948E+07,18350.4
-4.0072,-8.1995E+07,18350.4
-4.0068,-8.1995E+07,18350.4
-4.0064,-8.1995E+07,18349.6
-4.006,-8.1995E+07,18348.8
-4.0056,-8.1995E+07,18349.6
-4.0052,-8.1995E+07,18348
-4.0048,-8.1995E+07,18350.4
-4.0044,-8.1995E+07,18349.6
-4.004,-8.19952E+07,18351.2
-4.0036,-8.19952E+07,18352
-4.0032,-8.19952E+07,18349.6
-4.0028,-8.19952E+07,18351.2
-4.0024,-8.19952E+07,18352
-4.002,-8.19952E+07,18352
-4.0016,-8.19952E+07,18353.6
-4.0012,-8.19952E+07,18355.2
-4.0008,-8.19952E+07,18354.4
-4.0004,-8.19954E+07,18356
-4,-8.19952E+07,18354.4
-3.9996,-8.19954E+07,18356.8
-3.9992,-8.19954E+07,18356.8
-3.9988,-8.19954E+07,18356.8
-3.9984,-8.19954E+07,18356.8
-3.998,-8.19954E+07,18356
-3.9976,-8.19954E+07,18358.4
-3.9972,-8.19954E+07,18357.6
-3.9968,-8.19956E+07,18359.2
-3.9964,-8.19954E+07,18360.8
-3.996,-8.19954E+07,18357.6
-3.9956,-8.19954E+07,18358.4
-3.9952,-8.19956E+07,18358.4
-3.9948,-8.19956E+07,18360
-3.9944,-8.19956E+07,18358.4
-3.994,-8.19956E+07,18360
-3.9936,-8.19956E+07,18360.8
-3.9932,-8.19956E+07,18358.4
-3.9928,-8.19956E+07,18360
-3.9924,-8.19956E+07,18360.8
-3.992,-8.19958E+07,18360.8
-3.9916,-8.19958E+07,18361.6
-3.9912,-8.19956E+07,18361.6
-3.9908,-8.19958E+07,18361.6
-3.9904,-8.19958E+07,18363.2
-3.99,-8.19958E+07,18361.6
-3.9896,-8.19958E+07,18362.4
-3.9892,-8.19958E+07,18363.2
-3.9888,-8.19958E+07,18362.4
-3.9884,-8.19958E+07,18364
-3.988,-8.19958E+07,18362.4
-3.9876,-8.19958E+07,18363.2
-3.9872,-8.1996E+07,18363.2
-3.9868,-8.1996E+07,18363.2
-3.9864,-8.1996E+07,18364.8
-3.986,-8.1996E+07,18364
-3.9856,-8.1996E+07,18364
-3.9852,-8.1996E+07,18364.8
-3.9848,-8.1996E+07,18364.8
-3.9844,-8.1996E+07,18364
-3.984,-8.19962E+07,18364
-3.9836,-8.1996E+07,18364
-3.9832,-8.1996E+07,18364.8
-3.9828,-8.1996E+07,18363.2
-3.9824,-8.19962E+07,18364.8
-3.982,-8.19962E+07,18365.6
-3.9816,-8.19962E+07,18365.6
-3.9812,-8.19962E+07,18365.6
-3.9808,-8.19962E+07,18365.6
-3.9804,-8.19962E+07,18365.6
-3.98,-8.19962E+07,18364.8
-3.9796,-8.19962E+07,18365.6
-3.9792,-8.19964E+07,18362.4
-3.9788,-8.19964E+07,18365.6
-3.9784,-8.19964E+07,18364.8
-3.978,-8.19964E+07,18364
-3.9776,-8.19964E+07,18366.4
-3.9772,-8.19964E+07,18366.4
-3.9768,-8.19964E+07,18365.6
-3.9764,-8.19966E+07,18365.6
-3.976,-8.19966E+07,18366.4
-3.9756,-8.19964E+07,18364
-3.9752,-8.19966E+07,18367.2
-3.9748,-8.19966E+07,18365.6
-3.9744,-8.19966E+07,18366.4
-3.974,-8.19966E+07,18367.2
-3.9736,-8.19966E+07,18366.4
-3.9732,-8.19966E+07,18368
-3.9728,-8.19966E+07,18367.2
-3.9724,-8.19966E+07,18364.8
-3.972,-8.19966E+07,18367.2
-3.9716,-8.19968E+07,18366.4
-3.9712,-8.19968E+07,18366.4
-3.9708,-8.19968E+07,18366.4
-3.9704,-8.19968E+07,18367.2
-3.97,-8.19968E+07,18367.2
-3.9696,-8.19968E+07,18366.4
-3.9692,-8.19968E+07,18367.2
-3.9688,-8.19968E+07,18366.4
-3.9684,-8.19968E+07,18367.2
-3.968,-8.19968E+07,18368
-3.9676,-8.1997E+07,18368.8
-3.9672,-8.1997E+07,18367.2
-3.9668,-8.1997E+07,18367.2
-3.9664,-8.1997E+07,18368.8
-3.966,-8.1997E+07,18366.4
-3.9656,-8.1997E+07,18368
-3.9652,-8.1997E+07,18368
-3.9648,-8.1997E+07,18368.8
-3.9644,-8.1997E+07,18366.4
-3.964,-8.1997E+07,18368
-3.9636,-8.1997E+07,18366.4
-3.9632,-8.1997E+07,18368
-3.9628,-8.19972E+07,18368.8
-3.9624,-8.19972E+07,18367.2
-3.962,-8.19972E+07,18368
-3.9616,-8.19972E+07,18368
-3.9612,-8.19972E+07,18365.6
-3.9608,-8.19972E+07,18368
-3.9604,-8.19972E+07,18367.2
-3.96,-8.19972E+07,18368
-3.9596,-8.19972E+07,18367.2
-3.9592,-8.19974E+07,18368
-3.9588,-8.19974E+07,18366.4
-3.9584,-8.19974E+07,18367.2
-3.958,-8.19974E+07,18370.4
-3.9576,-8.19974E+07,18367.2
-3.9572,-8.19974E+07,18366.4
-3.9568,-8.19974E+07,18368
-3.9564,-8.19974E+07,18367.2
-3.956,-8.19974E+07,18368
-3.9556,-8.19974E+07,18363.2
-3.9552,-8.19974E+07,18366.4
-3.9548,-8.19976E+07,18368
-3.9544,-8.19976E+07,18366.4
-3.954,-8.19974E+07,18365.6
-3.9536,-8.19976E+07,18362.4
-3.9532,-8.19976E+07,18365.6
-3.9528,-8.19976E+07,18365.6
-3.9524,-8.19976E+07,18364.8
-3.952,-8.19976E+07,18364
-3.9516,-8.19976E+07,18364
-3.9512,-8.19976E+07,18364
-3.9508,-8.19976E+07,18363.2
-3.9504,-8.19976E+07,18364
-3.95,-8.19976E+07,18363.2
-3.9496,-8.19976E+07,18364.8
-3.9492,-8.19976E+07,18363.2
-3.9488,-8.19978E+07,18361.6
-3.9484,-8.19978E+07,18364
-3.948,-8.19978E+07,18364
-3.9476,-8.19978E+07,18365.6
-3.9472,-8.19978E+07,18364
-3.9468,-8.19978E+07,18365.6
-3.9464,-8.19978E+07,18366.4
-3.946,-8.19978E+07,18364
-3.9456,-8.1998E+07,18365.6
-3.9452,-8.19978E+07,18364
-3.9448,-8.1998E+07,18366.4
-3.9444,-8.19978E+07,18366.4
-3.944,-8.19978E+07,18366.4
-3.9436,-8.1998E+07,18367.2
-3.9432,-8.1998E+07,18368.8
-3.9428,-8.1998E+07,18368.8
-3.9424,-8.1998E+07,18368
-3.942,-8.1998E+07,18371.2
-3.9416,-8.1998E+07,18368.8
-3.9412,-8.1998E+07,18368.8
-3.9408,-8.1998E+07,18369.6
-3.9404,-8.1998E+07,18370.4
-3.94,-8.19982E+07,18372
-3.9396,-8.1998E+07,18369.6
-3.9392,-8.19982E+07,18369.6
-3.9388,-8.19982E+07,18371.2
-3.9384,-8.1998E+07,18372
-3.938,-8.19982E+07,18372.8
-3.9376,-8.19982E+07,18372.8
-3.9372,-8.19982E+07,18372.8
-3.9368,-8.19982E+07,18372.8
-3.9364,-8.19982E+07,18372
-3.936,-8.19982E+07,18372.8
-3.9356,-8.19982E+07,18374.4
-3.9352,-8.19982E+07,18372.8
-3.9348,-8.19982E+07,18372.8
-3.9344,-8.19982E+07,18374.4
-3.934,-8.19982E+07,18373.6
-3.9336,-8.19984E+07,18372
-3.9332,-8.19982E+07,18372.8
-3.9328,-8.19982E+07,18372.8
-3.9324,-8.19982E+07,18369.6
-3.932,-8.19984E+07,18372
-3.9316,-8.19984E+07,18371.2
-3.9312,-8.19984E+07,18370.4
-3.9308,-8.19984E+07,18372
-3.9304,-8.19984E+07,18370.4
-3.93,-8.19984E+07,18369.6
-3.9296,-8.19984E+07,18370.4
-3.9292,-8.19984E+07,18368.8
-3.9288,-8.19986E+07,18368.8
-3.9284,-8.19984E+07,18369.6
-3.928,-8.19984E+07,18368.8
-3.9276,-8.19984E+07,18367.2
-3.9272,-8.19984E+07,18368.8
-3.9268,-8.19984E+07,18367.2
-3.9264,-8.19984E+07,18367.2
-3.926,-8.19984E+07,18365.6
-3.9256,-8.19986E+07,18368
-3.9252,-8.19986E+07,18365.6
-3.9248,-8.19986E+07,18364
-3.9244,-8.19984E+07,18364
-3.924,-8.19986E+07,18361.6
-3.9236,-8.19986E+07,18362.4
-3.9232,-8.19986E+07,18363.2
-3.9228,-8.19986E+07,18361.6
-3.9224,-8.19986E+07,18360
-3.922,-8.19986E+07,18360
-3.9216,-8.19986E+07,18361.6
-3.9212,-8.19986E+07,18361.6
-3.9208,-8.19986E+07,18362.4
-3.9204,-8.19986E+07,18362.4
-3.92,-8.19986E+07,18360.8
-3.9196,-8.19986E+07,18362.4
-3.9192,-8.19986E+07,18363.2
-3.9188,-8.19986E+07,18361.6
-3.9184,-8.19986E+07,18362.4
-3.918,-8.19986E+07,18364
-3.9176,-8.19986E+07,18364.8
-3.9172,-8.19986E+07,18367.2
-3.9168,-8.19986E+07,18366.4
-3.9164,-8.19986E+07,18369.6
-3.916,-8.19986E+07,18367.2
-3.9156,-8.19986E+07,18368.8
-3.9152,-8.19988E+07,18372
-3.9148,-8.19986E+07,18371.2
-3.9144,-8.19986E+07,18372.8
-3.914,-8.19986E+07,18373.6
-3.9136,-8.19986E+07,18374.4
-3.9132,-8.19986E+07,18374.4
-3.9128,-8.19986E+07,18376.8
-3.9124,-8.19986E+07,18377.6
-3.912,-8.19986E+07,18375.2
-3.9116,-8.19986E+07,18376.8
-3.9112,-8.19986E+07,18377.6
-3.9108,-8.19986E+07,18379.2
-3.9104,-8.19986E+07,18379.2
-3.91,-8.19988E+07,18378.4
-3.9096,-8.19986E+07,18380.8
-3.9092,-8.19986E+07,18381.6
-3.9088,-8.19986E+07,18382.4
-3.9084,-8.19988E+07,18381.6
-3.908,-8.19988E+07,18381.6
-3.9076,-8.19986E+07,18381.6
-3.9072,-8.19986E+07,18384
-3.9068,-8.19986E+07,18383.2
-3.9064,-8.19986E+07,18383.2
-3.906,-8.19986E+07,18382.4
-3.9056,-8.19986E+07,18384.8
-3.9052,-8.19986E+07,18384.8
-3.9048,-8.19986E+07,18385.6
-3.9044,-8.19986E+07,18385.6
-3.904,-8.19988E+07,18386.4
-3.9036,-8.19986E+07,18385.6
-3.9032,-8.19986E+07,18386.4
-3.9028,-8.19986E+07,18386.4
-3.9024,-8.19986E+07,18386.4
-3.902,-8.19986E+07,18385.6
-3.9016,-8.19986E+07,18385.6
-3.9012,-8.19986E+07,18386.4
-3.9008,-8.19986E+07,18387.2
-3.9004,-8.19986E+07,18388.8
-3.9,-8.19986E+07,18388
-3.8996,-8.19986E+07,18387.2
-3.8992,-8.19986E+07,18388.8
-3.8988,-8.19986E+07,18388.8
-3.8984,-8.19986E+07,18388.8
-3.898,-8.19986E+07,18388
-3.8976,-8.19986E+07,18388
-3.8972,-8.19986E+07,18389.6
-3.8968,-8.19984E+07,18389.6
-3.8964,-8.19984E+07,18388.8
-3.896,-8.19984E+07,18389.6
-3.8956,-8.19984E+07,18388.8
-3.8952,-8.19984E+07,18388.8
-3.8948,-8.19984E+07,18389.6
-3.8944,-8.19984E+07,18388.8
-3.894,-8.19984E+07,18388.8
-3.8936,-8.19984E+07,18389.6
-3.8932,-8.19984E+07,18389.6
-3.8928,-8.19984E+07,18390.4
-3.8924,-8.19984E+07,18391.2
-3.892,-8.19984E+07,18392.8
-3.8916,-8.19982E+07,18390.4
-3.8912,-8.19982E+07,18390.4
-3.8908,-8.19984E+07,18391.2
-3.8904,-8.19982E+07,18392
-3.89,-8.19984E+07,18391.2
-3.8896,-8.19982E+07,18390.4
-3.8892,-8.19982E+07,18390.4
-3.8888,-8.19982E+07,18391.2
-3.8884,-8.19982E+07,18392
-3.888,-8.19982E+07,18391.2
-3.8876,-8.19982E+07,18391.2
-3.8872,-8.19982E+07,18391.2
-3.8868,-8.19982E+07,18391.2
-3.8864,-8.19982E+07,18391.2
-3.886,-8.19982E+07,18391.2
-3.8856,-8.1998E+07,18392
-3.8852,-8.1998E+07,18392
-3.8848,-8.1998E+07,18392
-3.8844,-8.1998E+07,18392.8
-3.884,-8.1998E+07,18392
-3.8836,-8.19978E+07,18392.8
-3.8832,-8.19978E+07,18391.2
-3.8828,-8.19978E+07,18392.8
-3.8824,-8.19978E+07,18391.2
-3.882,-8.19978E+07,18394.4
-3.8816,-8.19976E+07,18391.2
-3.8812,-8.19976E+07,18392
-3.8808,-8.19976E+07,18392.8
-3.8804,-8.19976E+07,18392.8
-3.88,-8.19976E+07,18392.8
-3.8796,-8.19976E+07,18392.8
-3.8792,-8.19974E+07,18393.6
-3.8788,-8.19974E+07,18392.8
-3.8784,-8.19974E+07,18392.8
-3.878,-8.19972E+07,18392.8
-3.8776,-8.19972E+07,18392.8
-3.8772,-8.19972E+07,18394.4
-3.8768,-8.19972E+07,18392.8
-3.8764,-8.1997E+07,18393.6
-3.876,-8.1997E+07,18394.4
-3.8756,-8.1997E+07,18392
-3.8752,-8.1997E+07,18393.6
-3.8748,-8.19968E+07,18394.4
-3.8744,-8.19968E+07,18393.6
-3.874,-8.19966E+07,18393.6
-3.8736,-8.19966E+07,18392.8
-3.8732,-8.19966E+07,18392
-3.8728,-8.19964E+07,18392
-3.8724,-8.19964E+07,18392
-3.872,-8.19962E+07,18393.6
-3.8716,-8.19962E+07,18392
-3.8712,-8.19962E+07,18392.8
-3.8708,-8.1996E+07,18392.8
-3.8704,-8.1996E+07,18392.8
-3.87,-8.19958E+07,18393.6
-3.8696,-8.19958E+07,18392.8
-3.8692,-8.19958E+07,18392
-3.8688,-8.19956E+07,18389.6
-3.8684,-8.19956E+07,18392
-3.868,-8.19956E+07,18393.6
-3.8676,-8.19956E+07,18392
-3.8672,-8.19956E+07,18392
-3.8668,-8.19956E+07,18392.8
-3.8664,-8.19956E+07,18390.4
-3.866,-8.19958E+07,18392
-3.8656,-8.19958E+07,18391.2
-3.8652,-8.1996E+07,18388
-3.8648,-8.19962E+07,18390.4
-3.8644,-8.19962E+07,18393.6
-3.864,-8.19962E+07,18390.4
-3.8636,-8.19962E+07,18386.4
-3.8632,-8.19962E+07,18390.4
-3.8628,-8.19964E+07,18389.6
-3.8624,-8.19964E+07,18388.8
-3.862,-8.19964E+07,18387.2
-3.8616,-8.19964E+07,18389.6
-3.8612,-8.19964E+07,18386.4
-3.8608,-8.19964E+07,18388
-3.8604,-8.19964E+07,18386.4
-3.86,-8.19966E+07,18390.4
-3.8596,-8.19966E+07,18388
-3.8592,-8.19964E+07,18384.8
-3.8588,-8.19964E+07,18387.2
-3.8584,-8.19964E+07,18385.6
-3.858,-8.19964E+07,18386.4
-3.8576,-8.19964E+07,18385.6
-3.8572,-8.19964E+07,18383.2
-3.8568,-8.19964E+07,18384
-3.8564,-8.19964E+07,18382.4
-3.856,-8.19962E+07,18381.6
-3.8556,-8.19962E+07,18384
-3.8552,-8.19962E+07,18383.2
-3.8548,-8.1996E+07,18383.2
-3.8544,-8.1996E+07,18379.2
-3.854,-8.1996E+07,18379.2
-3.8536,-8.19958E+07,18381.6
-3.8532,-8.19958E+07,18380
-3.8528,-8.19958E+07,18375.2
-3.8524,-8.19956E+07,18376.8
-3.852,-8.19956E+07,18376.8
-3.8516,-8.19954E+07,18378.4
-3.8512,-8.19954E+07,18378.4
-3.8508,-8.19952E+07,18376.8
-3.8504,-8.19952E+07,18373.6
-3.85,-8.19952E+07,18372.8
-3.8496,-8.1995E+07,18370.4
-3.8492,-8.19948E+07,18370.4
-3.8488,-8.19946E+07,18370.4
-3.8484,-8.19946E+07,18364
-3.848,-8.19946E+07,18365.6
-3.8476,-8.19944E+07,18363.2
-3.8472,-8.19942E+07,18365.6
-3.8468,-8.1994E+07,18361.6
-3.8464,-8.19938E+07,18362.4
-3.846,-8.19938E+07,18363.2
-3.8456,-8.19936E+07,18358.4
-3.8452,-8.19934E+07,18354.4
-3.8448,-8.19932E+07,18354.4
-3.8444,-8.19932E+07,18352
-3.844,-8.19928E+07,18352.8
-3.8436,-8.19926E+07,18345.6
-3.8432,-8.19924E+07,18351.2
-3.8428,-8.19922E+07,18344.8
-3.8424,-8.19918E+07,18346.4
-3.842,-8.19918E+07,18344.8
-3.8416,-8.19914E+07,18344
-3.8412,-8.19912E+07,18342.4
-3.8408,-8.1991E+07,18341.6
-3.8404,-8.1991E+07,18341.6
-3.84,-8.1991E+07,18341.6
-3.8396,-8.19908E+07,18345.6
-3.8392,-8.19908E+07,18344
-3.8388,-8.19908E+07,18345.6
-3.8384,-8.19908E+07,18348
-3.838,-8.19908E+07,18347.2
-3.8376,-8.19908E+07,18350.4
