Model,TBS 1062,
-5.3824,-8.19934E+07,18367.2
-5.382,-8.19934E+07,18368.8
-5.3816,-8.19934E+07,18367.2
-5.3812,-8.19936E+07,18367.2
-5.3808,-8.19936E+07,18366.4
-5.3804,-8.19936E+07,18364.8
-5.38,-8.19936E+07,18363.2
-5.3796,-8.19936E+07,18363.2
-5.3792,-8.19936E+07,18365.6
-5.3788,-8.19936E+07,18365.6
-5.3784,-8.19936E+07,18365.6
-5.378,-8.19936E+07,18364.8
-5.3776,-8.19936E+07,18364
-5.3772,-8.19936E+07,18364.8
-5.3768,-8.19936E+07,18364
-5.3764,-8.19938E+07,18364.8
-5.376,-8.19938E+07,18362.4
-5.3756,-8.19938E+07,18364
-5.3752,-8.19936E+07,18365.6
-5.3748,-8.19938E+07,18364.8
-5.3744,-8.19938E+07,18362.4
-5.374,-8.19938E+07,18364
-5.3736,-8.19938E+07,18363.2
-5.3732,-8.19938E+07,18364
-5.3728,-8.19938E+07,18362.4
-5.3724,-8.1994E+07,18363.2
-5.372,-8.19938E+07,18363.2
-5.3716,-8.1994E+07,18359.2
-5.3712,-8.1994E+07,18362.4
-5.3708,-8.1994E+07,18363.2
-5.3704,-8.1994E+07,18363.2
-5.37,-8.1994E+07,18360.8
-5.3696,-8.1994E+07,18362.4
-5.3692,-8.1994E+07,18360.8
-5.3688,-8.1994E+07,18361.6
-5.3684,-8.1994E+07,18361.6
-5.368,-8.1994E+07,18360
-5.3676,-8.19942E+07,18361.6
-5.3672,-8.19942E+07,18360.8
-5.3668,-8.19942E+07,18360.8
-5.3664,-8.19942E+07,18360.8
-5.366,-8.19942E+07,18360.8
-5.3656,-8.19942E+07,18364
-5.3652,-8.19942E+07,18360.8
-5.3648,-8.19942E+07,18360
-5.3644,-8.19942E+07,18361.6
-5.364,-8.19942E+07,18360
-5.3636,-8.19944E+07,18362.4
-5.3632,-8.19944E+07,18362.4
-5.3628,-8.19944E+07,18363.2
-5.3624,-8.19944E+07,18361.6
-5.362,-8.19944E+07,18359.2
-5.3616,-8.19946E+07,18359.2
-5.3612,-8.19944E+07,18361.6
-5.3608,-8.19944E+07,18362.4
-5.3604,-8.19944E+07,18360
-5.36,-8.19944E+07,18361.6
-5.3596,-8.19944E+07,18360.8
-5.3592,-8.19946E+07,18361.6
-5.3588,-8.19946E+07,18362.4
-5.3584,-8.19946E+07,18360.8
-5.358,-8.19946E+07,18359.2
-5.3576,-8.19946E+07,18359.2
-5.3572,-8.19946E+07,18361.6
-5.3568,-8.19946E+07,18360
-5.3564,-8.19946E+07,18360
-5.356,-8.19948E+07,18360
-5.3556,-8.19948E+07,18360
-5.3552,-8.19948E+07,18357.6
-5.3548,-8.19948E+07,18358.4
-5.3544,-8.19948E+07,18359.2
-5.354,-8.19948E+07,18357.6
-5.3536,-8.19948E+07,18360
-5.3532,-8.19948E+07,18360.8
-5.3528,-8.19948E+07,18357.6
-5.3524,-8.19948E+07,18361.6
-5.352,-8.1995E+07,18360
-5.3516,-8.19948E+07,18359.2
-5.3512,-8.1995E+07,18357.6
-5.3508,-8.1995E+07,18360.8
-5.3504,-8.1995E+07,18358.4
-5.35,-8.1995E+07,18356
-5.3496,-8.1995E+07,18361.6
-5.3492,-8.19952E+07,18356.8
-5.3488,-8.19952E+07,18357.6
-5.3484,-8.19952E+07,18356
-5.348,-8.19952E+07,18357.6
-5.3476,-8.19952E+07,18356.8
-5.3472,-8.19952E+07,18354.4
-5.3468,-8.19952E+07,18355.2
-5.3464,-8.19952E+07,18355.2
-5.346,-8.19952E+07,18356.8
-5.3456,-8.19952E+07,18357.6
-5.3452,-8.19954E+07,18352.8
-5.3448,-8.19954E+07,18354.4
-5.3444,-8.19954E+07,18353.6
-5.344,-8.19954E+07,18354.4
-5.3436,-8.19954E+07,18352.8
-5.3432,-8.19954E+07,18352.8
-5.3428,-8.19954E+07,18352.8
-5.3424,-8.19954E+07,18353.6
-5.342,-8.19954E+07,18353.6
-5.3416,-8.19956E+07,18353.6
-5.3412,-8.19956E+07,18351.2
-5.3408,-8.19956E+07,18354.4
-5.3404,-8.19954E+07,18349.6
-5.34,-8.19956E+07,18351.2
-5.3396,-8.19956E+07,18352
-5.3392,-8.19956E+07,18351.2
-5.3388,-8.19956E+07,18349.6
-5.3384,-8.19956E+07,18349.6
-5.338,-8.19956E+07,18352.8
-5.3376,-8.19956E+07,18349.6
-5.3372,-8.19958E+07,18352.8
-5.3368,-8.19958E+07,18350.4
-5.3364,-8.19958E+07,18351.2
-5.336,-8.19958E+07,18352.8
-5.3356,-8.19958E+07,18351.2
-5.3352,-8.19958E+07,18352.8
-5.3348,-8.19958E+07,18352
-5.3344,-8.19958E+07,18351.2
-5.334,-8.19958E+07,18352
-5.3336,-8.19958E+07,18350.4
-5.3332,-8.1996E+07,18350.4
-5.3328,-8.19958E+07,18352
-5.3324,-8.1996E+07,18349.6
-5.332,-8.1996E+07,18350.4
-5.3316,-8.1996E+07,18350.4
-5.3312,-8.1996E+07,18349.6
-5.3308,-8.1996E+07,18350.4
-5.3304,-8.1996E+07,18351.2
-5.33,-8.19962E+07,18350.4
-5.3296,-8.1996E+07,18349.6
-5.3292,-8.19962E+07,18349.6
-5.3288,-8.19962E+07,18349.6
-5.3284,-8.19962E+07,18349.6
-5.328,-8.19962E+07,18351.2
-5.3276,-8.19962E+07,18350.4
-5.3272,-8.19962E+07,18350.4
-5.3268,-8.19962E+07,18350.4
-5.3264,-8.19962E+07,18350.4
-5.326,-8.19962E+07,18352
-5.3256,-8.19962E+07,18352
-5.3252,-8.19962E+07,18352.8
-5.3248,-8.19962E+07,18353.6
-5.3244,-8.19964E+07,18353.6
-5.324,-8.19964E+07,18353.6
-5.3236,-8.19964E+07,18353.6
-5.3232,-8.19964E+07,18353.6
-5.3228,-8.19964E+07,18356
-5.3224,-8.19966E+07,18354.4
-5.322,-8.19964E+07,18356
-5.3216,-8.19964E+07,18356.8
-5.3212,-8.19966E+07,18356
-5.3208,-8.19966E+07,18356
-5.3204,-8.19964E+07,18357.6
-5.32,-8.19966E+07,18359.2
-5.3196,-8.19966E+07,18357.6
-5.3192,-8.19968E+07,18360
-5.3188,-8.19968E+07,18359.2
-5.3184,-8.19966E+07,18359.2
-5.318,-8.19968E+07,18360
-5.3176,-8.19966E+07,18360
-5.3172,-8.19968E+07,18361.6
-5.3168,-8.19968E+07,18362.4
-5.3164,-8.19968E+07,18361.6
-5.316,-8.19968E+07,18362.4
-5.3156,-8.19968E+07,18364.8
-5.3152,-8.19968E+07,18364.8
-5.3148,-8.19968E+07,18365.6
-5.3144,-8.19968E+07,18365.6
-5.314,-8.19968E+07,18366.4
-5.3136,-8.1997E+07,18364
-5.3132,-8.1997E+07,18365.6
-5.3128,-8.1997E+07,18367.2
-5.3124,-8.1997E+07,18368
-5.312,-8.1997E+07,18366.4
-5.3116,-8.1997E+07,18369.6
-5.3112,-8.1997E+07,18368.8
-5.3108,-8.1997E+07,18369.6
-5.3104,-8.1997E+07,18369.6
-5.31,-8.1997E+07,18368.8
-5.3096,-8.19972E+07,18369.6
-5.3092,-8.19972E+07,18369.6
-5.3088,-8.19972E+07,18370.4
-5.3084,-8.19972E+07,18370.4
-5.308,-8.19972E+07,18371.2
-5.3076,-8.19972E+07,18371.2
-5.3072,-8.19972E+07,18372
-5.3068,-8.19972E+07,18372.8
-5.3064,-8.19972E+07,18372.8
-5.306,-8.19972E+07,18372.8
-5.3056,-8.19972E+07,18372
-5.3052,-8.19972E+07,18372
-5.3048,-8.19974E+07,18373.6
-5.3044,-8.19972E+07,18372.8
-5.304,-8.19974E+07,18375.2
-5.3036,-8.19974E+07,18373.6
-5.3032,-8.19974E+07,18373.6
-5.3028,-8.19974E+07,18374.4
-5.3024,-8.19974E+07,18375.2
-5.302,-8.19974E+07,18373.6
-5.3016,-8.19974E+07,18373.6
-5.3012,-8.19974E+07,18374.4
-5.3008,-8.19974E+07,18375.2
-5.3004,-8.19974E+07,18375.2
-5.3,-8.19976E+07,18374.4
-5.2996,-8.19974E+07,18376
-5.2992,-8.19974E+07,18376
-5.2988,-8.19976E+07,18376
-5.2984,-8.19976E+07,18376
-5.298,-8.19976E+07,18376.8
-5.2976,-8.19976E+07,18376
-5.2972,-8.19976E+07,18376
-5.2968,-8.19976E+07,18376.8
-5.2964,-8.19976E+07,18376.8
-5.296,-8.19976E+07,18376.8
-5.2956,-8.19976E+07,18376.8
-5.2952,-8.19976E+07,18377.6
-5.2948,-8.19976E+07,18377.6
-5.2944,-8.19978E+07,18376.8
-5.294,-8.19978E+07,18377.6
-5.2936,-8.19978E+07,18378.4
-5.2932,-8.19978E+07,18378.4
-5.2928,-8.19978E+07,18377.6
-5.2924,-8.19978E+07,18379.2
-5.292,-8.19978E+07,18377.6
-5.2916,-8.19978E+07,18379.2
-5.2912,-8.19978E+07,18378.4
-5.2908,-8.19978E+07,18379.2
-5.2904,-8.19978E+07,18380.8
-5.29,-8.19978E+07,18380
-5.2896,-8.19978E+07,18378.4
-5.2892,-8.1998E+07,18380
-5.2888,-8.1998E+07,18380.8
-5.2884,-8.1998E+07,18380
-5.288,-8.1998E+07,18378.4
-5.2876,-8.1998E+07,18380
-5.2872,-8.1998E+07,18380.8
-5.2868,-8.1998E+07,18380.8
-5.2864,-8.1998E+07,18379.2
-5.286,-8.1998E+07,18380
-5.2856,-8.1998E+07,18380.8
-5.2852,-8.1998E+07,18382.4
-5.2848,-8.1998E+07,18380.8
-5.2844,-8.19982E+07,18381.6
-5.284,-8.19982E+07,18380
-5.2836,-8.1998E+07,18380.8
-5.2832,-8.1998E+07,18381.6
-5.2828,-8.19982E+07,18382.4
-5.2824,-8.19982E+07,18382.4
-5.282,-8.19982E+07,18382.4
-5.2816,-8.19982E+07,18380.8
-5.2812,-8.19982E+07,18382.4
-5.2808,-8.19982E+07,18382.4
-5.2804,-8.19982E+07,18382.4
-5.28,-8.19982E+07,18384
-5.2796,-8.19982E+07,18383.2
-5.2792,-8.19982E+07,18384
-5.2788,-8.19984E+07,18383.2
-5.2784,-8.19982E+07,18384
-5.278,-8.19984E+07,18383.2
-5.2776,-8.19982E+07,18383.2
-5.2772,-8.19984E+07,18384
-5.2768,-8.19984E+07,18383.2
-5.2764,-8.19984E+07,18383.2
-5.276,-8.19984E+07,18384.8
-5.2756,-8.19984E+07,18384
-5.2752,-8.19984E+07,18384
-5.2748,-8.19984E+07,18384.8
-5.2744,-8.19984E+07,18384
-5.274,-8.19984E+07,18384
-5.2736,-8.19984E+07,18384.8
-5.2732,-8.19984E+07,18385.6
-5.2728,-8.19984E+07,18385.6
-5.2724,-8.19984E+07,18385.6
-5.272,-8.19984E+07,18384.8
-5.2716,-8.19984E+07,18384.8
-5.2712,-8.19986E+07,18385.6
-5.2708,-8.19984E+07,18387.2
-5.2704,-8.19984E+07,18386.4
-5.27,-8.19984E+07,18387.2
-5.2696,-8.19986E+07,18386.4
-5.2692,-8.19986E+07,18387.2
-5.2688,-8.19986E+07,18387.2
-5.2684,-8.19986E+07,18387.2
-5.268,-8.19986E+07,18386.4
-5.2676,-8.19986E+07,18387.2
-5.2672,-8.19986E+07,18388
-5.2668,-8.19986E+07,18387.2
-5.2664,-8.19986E+07,18387.2
-5.266,-8.19986E+07,18387.2
-5.2656,-8.19986E+07,18388
-5.2652,-8.19986E+07,18388.8
-5.2648,-8.19986E+07,18387.2
-5.2644,-8.19986E+07,18387.2
-5.264,-8.19986E+07,18388
-5.2636,-8.19986E+07,18388.8
-5.2632,-8.19986E+07,18388.8
-5.2628,-8.19986E+07,18388.8
-5.2624,-8.19986E+07,18388
-5.262,-8.19986E+07,18388
-5.2616,-8.19986E+07,18388.8
-5.2612,-8.19986E+07,18389.6
-5.2608,-8.19986E+07,18389.6
-5.2604,-8.19986E+07,18388.8
-5.26,-8.19986E+07,18388.8
-5.2596,-8.19986E+07,18388.8
-5.2592,-8.19988E+07,18388
-5.2588,-8.19988E+07,18389.6
-5.2584,-8.19986E+07,18389.6
-5.258,-8.19986E+07,18389.6
-5.2576,-8.19988E+07,18390.4
-5.2572,-8.19986E+07,18390.4
-5.2568,-8.19988E+07,18390.4
-5.2564,-8.19986E+07,18389.6
-5.256,-8.19986E+07,18389.6
-5.2556,-8.19988E+07,18390.4
-5.2552,-8.19988E+07,18389.6
-5.2548,-8.19986E+07,18390.4
-5.2544,-8.19988E+07,18391.2
-5.254,-8.19988E+07,18391.2
-5.2536,-8.19988E+07,18392
-5.2532,-8.19986E+07,18391.2
-5.2528,-8.19988E+07,18391.2
-5.2524,-8.19988E+07,18391.2
-5.252,-8.19988E+07,18391.2
-5.2516,-8.19988E+07,18391.2
-5.2512,-8.19988E+07,18390.4
-5.2508,-8.19988E+07,18392
-5.2504,-8.19988E+07,18392
-5.25,-8.19988E+07,18392
-5.2496,-8.19988E+07,18392
-5.2492,-8.19988E+07,18392
-5.2488,-8.19988E+07,18392
-5.2484,-8.19988E+07,18392
-5.248,-8.19988E+07,18391.2
-5.2476,-8.19988E+07,18391.2
-5.2472,-8.19988E+07,18392
-5.2468,-8.19988E+07,18392
-5.2464,-8.19988E+07,18392.8
-5.246,-8.19988E+07,18392
-5.2456,-8.19988E+07,18391.2
-5.2452,-8.19988E+07,18392
-5.2448,-8.19988E+07,18391.2
-5.2444,-8.19988E+07,18392.8
-5.244,-8.19988E+07,18393.6
-5.2436,-8.19988E+07,18392.8
-5.2432,-8.19988E+07,18392
-5.2428,-8.19988E+07,18392
-5.2424,-8.19988E+07,18393.6
-5.242,-8.19988E+07,18392.8
-5.2416,-8.19988E+07,18393.6
-5.2412,-8.19988E+07,18392.8
-5.2408,-8.19988E+07,18393.6
-5.2404,-8.19988E+07,18392.8
-5.24,-8.19988E+07,18393.6
-5.2396,-8.19986E+07,18393.6
-5.2392,-8.19986E+07,18394.4
-5.2388,-8.19988E+07,18393.6
-5.2384,-8.19986E+07,18393.6
-5.238,-8.19986E+07,18393.6
-5.2376,-8.19986E+07,18394.4
-5.2372,-8.19986E+07,18394.4
-5.2368,-8.19986E+07,18393.6
-5.2364,-8.19986E+07,18394.4
-5.236,-8.19986E+07,18394.4
-5.2356,-8.19986E+07,18393.6
-5.2352,-8.19986E+07,18394.4
-5.2348,-8.19986E+07,18393.6
-5.2344,-8.19986E+07,18393.6
-5.234,-8.19986E+07,18394.4
-5.2336,-8.19986E+07,18395.2
-5.2332,-8.19986E+07,18394.4
-5.2328,-8.19984E+07,18395.2
-5.2324,-8.19986E+07,18394.4
-5.232,-8.19986E+07,18394.4
-5.2316,-8.19984E+07,18395.2
-5.2312,-8.19984E+07,18395.2
-5.2308,-8.19986E+07,18394.4
-5.2304,-8.19984E+07,18394.4
-5.23,-8.19984E+07,18394.4
-5.2296,-8.19984E+07,18395.2
-5.2292,-8.19984E+07,18396
-5.2288,-8.19984E+07,18396
-5.2284,-8.19984E+07,18393.6
-5.228,-8.19984E+07,18394.4
-5.2276,-8.19984E+07,18396
-5.2272,-8.19984E+07,18396
-5.2268,-8.19984E+07,18395.2
-5.2264,-8.19982E+07,18396
-5.226,-8.19982E+07,18395.2
-5.2256,-8.19982E+07,18394.4
-5.2252,-8.19982E+07,18396
-5.2248,-8.19982E+07,18395.2
-5.2244,-8.19982E+07,18394.4
-5.224,-8.19982E+07,18396
-5.2236,-8.19982E+07,18396
-5.2232,-8.19982E+07,18396
-5.2228,-8.1998E+07,18395.2
-5.2224,-8.1998E+07,18396
-5.222,-8.1998E+07,18396
-5.2216,-8.1998E+07,18396
-5.2212,-8.1998E+07,18395.2
-5.2208,-8.19978E+07,18393.6
-5.2204,-8.1998E+07,18396
-5.22,-8.19978E+07,18395.2
-5.2196,-8.19978E+07,18394.4
-5.2192,-8.19978E+07,18396
-5.2188,-8.19976E+07,18396.8
-5.2184,-8.19978E+07,18395.2
-5.218,-8.19976E+07,18395.2
-5.2176,-8.19976E+07,18396.8
-5.2172,-8.19976E+07,18394.4
-5.2168,-8.19976E+07,18396
-5.2164,-8.19976E+07,18395.2
-5.216,-8.19974E+07,18396
-5.2156,-8.19974E+07,18396
-5.2152,-8.19974E+07,18396
-5.2148,-8.19972E+07,18396.8
-5.2144,-8.1997E+07,18396
-5.214,-8.1997E+07,18395.2
-5.2136,-8.1997E+07,18396
-5.2132,-8.1997E+07,18396
-5.2128,-8.1997E+07,18396
-5.2124,-8.19968E+07,18396
-5.212,-8.19968E+07,18396
-5.2116,-8.19966E+07,18396
-5.2112,-8.19966E+07,18395.2
-5.2108,-8.19966E+07,18396
-5.2104,-8.19964E+07,18395.2
-5.21,-8.19964E+07,18396
-5.2096,-8.19962E+07,18396
-5.2092,-8.19962E+07,18396
-5.2088,-8.19962E+07,18396.8
-5.2084,-8.1996E+07,18396
-5.208,-8.1996E+07,18396
-5.2076,-8.19958E+07,18396
-5.2072,-8.1996E+07,18396
-5.2068,-8.19958E+07,18396
-5.2064,-8.19958E+07,18396.8
-5.206,-8.19958E+07,18396.8
-5.2056,-8.19958E+07,18396.8
-5.2052,-8.1996E+07,18396
-5.2048,-8.1996E+07,18396.8
-5.2044,-8.1996E+07,18396.8
-5.204,-8.1996E+07,18396
-5.2036,-8.1996E+07,18396.8
-5.2032,-8.19962E+07,18397.6
-5.2028,-8.19962E+07,18397.6
-5.2024,-8.19962E+07,18398.4
-5.202,-8.19962E+07,18396.8
-5.2016,-8.19964E+07,18396
-5.2012,-8.19964E+07,18396.8
-5.2008,-8.19964E+07,18397.6
-5.2004,-8.19964E+07,18397.6
-5.2,-8.19964E+07,18396
-5.1996,-8.19964E+07,18396.8
-5.1992,-8.19964E+07,18395.2
-5.1988,-8.19964E+07,18396
-5.1984,-8.19964E+07,18395.2
-5.198,-8.19964E+07,18395.2
-5.1976,-8.19964E+07,18395.2
-5.1972,-8.19964E+07,18396.8
-5.1968,-8.19964E+07,18396.8
-5.1964,-8.19964E+07,18396.8
-5.196,-8.19964E+07,18397.6
-5.1956,-8.19964E+07,18396
-5.1952,-8.19964E+07,18396.8
-5.1948,-8.19964E+07,18397.6
-5.1944,-8.19964E+07,18398.4
-5.194,-8.19962E+07,18396
-5.1936,-8.19962E+07,18396.8
-5.1932,-8.1996E+07,18397.6
-5.1928,-8.1996E+07,18396.8
-5.1924,-8.1996E+07,18396.8
-5.192,-8.1996E+07,18396.8
-5.1916,-8.19958E+07,18395.2
-5.1912,-8.19958E+07,18395.2
-5.1908,-8.19958E+07,18397.6
-5.1904,-8.19956E+07,18395.2
-5.19,-8.19956E+07,18397.6
-5.1896,-8.19954E+07,18397.6
-5.1892,-8.19952E+07,18396
-5.1888,-8.19952E+07,18395.2
-5.1884,-8.1995E+07,18395.2
-5.188,-8.1995E+07,18394.4
-5.1876,-8.19948E+07,18395.2
-5.1872,-8.19948E+07,18395.2
-5.1868,-8.19946E+07,18396.8
-5.1864,-8.19946E+07,18396
-5.186,-8.19944E+07,18395.2
-5.1856,-8.19942E+07,18395.2
-5.1852,-8.1994E+07,18396
-5.1848,-8.19936E+07,18395.2
-5.1844,-8.19936E+07,18396
-5.184,-8.19934E+07,18395.2
-5.1836,-8.19932E+07,18394.4
-5.1832,-8.1993E+07,18392.8
-5.1828,-8.1993E+07,18393.6
-5.1824,-8.19928E+07,18394.4
-5.182,-8.19926E+07,18391.2
-5.1816,-8.19922E+07,18392.8
-5.1812,-8.19922E+07,18392
-5.1808,-8.1992E+07,18392.8
-5.1804,-8.19918E+07,18392
-5.18,-8.19916E+07,18392
-5.1796,-8.19914E+07,18392.8
-5.1792,-8.19914E+07,18392
-5.1788,-8.19912E+07,18389.6
-5.1784,-8.19912E+07,18392
-5.178,-8.1991E+07,18392.8
-5.1776,-8.1991E+07,18390.4
-5.1772,-8.1991E+07,18390.4
-5.1768,-8.19912E+07,18390.4
-5.1764,-8.1991E+07,18389.6
-5.176,-8.1991E+07,18389.6
-5.1756,-8.19912E+07,18388
-5.1752,-8.19912E+07,18390.4
-5.1748,-8.19912E+07,18388.8
-5.1744,-8.19912E+07,18388.8
-5.174,-8.19912E+07,18390.4
-5.1736,-8.19914E+07,18388
-5.1732,-8.19914E+07,18387.2
-5.1728,-8.19916E+07,18388.8
-5.1724,-8.19914E+07,18388.8
-5.172,-8.19916E+07,18384.8
-5.1716,-8.19916E+07,18386.4
-5.1712,-8.19916E+07,18384.8
-5.1708,-8.19916E+07,18385.6
-5.1704,-8.19916E+07,18385.6
-5.17,-8.19916E+07,18384.8
-5.1696,-8.19916E+07,18386.4
-5.1692,-8.19914E+07,18385.6
-5.1688,-8.19916E+07,18379.2
-5.1684,-8.19916E+07,18380.8
-5.168,-8.19916E+07,18376.8
-5.1676,-8.19914E+07,18379.2
-5.1672,-8.19914E+07,18374.4
-5.1668,-8.19914E+07,18380
-5.1664,-8.19912E+07,18375.2
-5.166,-8.19912E+07,18372
-5.1656,-8.19912E+07,18376
-5.1652,-8.1991E+07,18375.2
-5.1648,-8.1991E+07,18371.2
-5.1644,-8.1991E+07,18369.6
-5.164,-8.19908E+07,18368.8
-5.1636,-8.19908E+07,18370.4
-5.1632,-8.19908E+07,18365.6
-5.1628,-8.1991E+07,18364.8
-5.1624,-8.19912E+07,18360.8
-5.162,-8.19912E+07,18362.4
-5.1616,-8.19912E+07,18362.4
-5.1612,-8.19914E+07,18364
-5.1608,-8.19914E+07,18358.4
-5.1604,-8.19916E+07,18357.6
-5.16,-8.19916E+07,18358.4
-5.1596,-8.19916E+07,18355.2
-5.1592,-8.19918E+07,18355.2
-5.1588,-8.19918E+07,18355.2
-5.1584,-8.1992E+07,18353.6
-5.158,-8.1992E+07,18356
-5.1576,-8.19922E+07,18352
-5.1572,-8.19922E+07,18351.2
-5.1568,-8.19924E+07,18351.2
