Model,TBS 1062,
-3.1824,-8.19956E+07,18364.8
-3.182,-8.19956E+07,18364.8
-3.1816,-8.19956E+07,18364.8
-3.1812,-8.19956E+07,18363.2
-3.1808,-8.19956E+07,18367.2
-3.1804,-8.19956E+07,18367.2
-3.18,-8.19956E+07,18364
-3.1796,-8.19958E+07,18364
-3.1792,-8.19958E+07,18365.6
-3.1788,-8.19958E+07,18365.6
-3.1784,-8.19958E+07,18364
-3.178,-8.19958E+07,18364.8
-3.1776,-8.19958E+07,18366.4
-3.1772,-8.19958E+07,18364.8
-3.1768,-8.19958E+07,18365.6
-3.1764,-8.19958E+07,18364.8
-3.176,-8.1996E+07,18365.6
-3.1756,-8.19958E+07,18365.6
-3.1752,-8.1996E+07,18364
-3.1748,-8.1996E+07,18365.6
-3.1744,-8.1996E+07,18365.6
-3.174,-8.1996E+07,18366.4
-3.1736,-8.19962E+07,18364
-3.1732,-8.1996E+07,18364
-3.1728,-8.1996E+07,18365.6
-3.1724,-8.1996E+07,18366.4
-3.172,-8.19962E+07,18365.6
-3.1716,-8.19962E+07,18364.8
-3.1712,-8.19962E+07,18364
-3.1708,-8.19962E+07,18364.8
-3.1704,-8.19962E+07,18366.4
-3.17,-8.19962E+07,18366.4
-3.1696,-8.19962E+07,18365.6
-3.1692,-8.19962E+07,18364.8
-3.1688,-8.19964E+07,18365.6
-3.1684,-8.19964E+07,18365.6
-3.168,-8.19964E+07,18366.4
-3.1676,-8.19964E+07,18365.6
-3.1672,-8.19964E+07,18367.2
-3.1668,-8.19964E+07,18367.2
-3.1664,-8.19964E+07,18364.8
-3.166,-8.19964E+07,18364.8
-3.1656,-8.19966E+07,18365.6
-3.1652,-8.19964E+07,18365.6
-3.1648,-8.19966E+07,18367.2
-3.1644,-8.19966E+07,18368
-3.164,-8.19964E+07,18365.6
-3.1636,-8.19966E+07,18368
-3.1632,-8.19966E+07,18366.4
-3.1628,-8.19966E+07,18368
-3.1624,-8.19966E+07,18368
-3.162,-8.19966E+07,18365.6
-3.1616,-8.19968E+07,18366.4
-3.1612,-8.19966E+07,18368
-3.1608,-8.19968E+07,18364
-3.1604,-8.19968E+07,18367.2
-3.16,-8.19968E+07,18367.2
-3.1596,-8.19968E+07,18366.4
-3.1592,-8.19968E+07,18368
-3.1588,-8.19968E+07,18367.2
-3.1584,-8.19968E+07,18366.4
-3.158,-8.19968E+07,18367.2
-3.1576,-8.19968E+07,18368
-3.1572,-8.19968E+07,18367.2
-3.1568,-8.1997E+07,18368.8
-3.1564,-8.1997E+07,18368
-3.156,-8.1997E+07,18368.8
-3.1556,-8.1997E+07,18369.6
-3.1552,-8.1997E+07,18367.2
-3.1548,-8.1997E+07,18368
-3.1544,-8.1997E+07,18366.4
-3.154,-8.1997E+07,18367.2
-3.1536,-8.1997E+07,18368
-3.1532,-8.1997E+07,18367.2
-3.1528,-8.19972E+07,18369.6
-3.1524,-8.19972E+07,18368.8
-3.152,-8.19972E+07,18368
-3.1516,-8.19972E+07,18368.8
-3.1512,-8.19972E+07,18370.4
-3.1508,-8.19972E+07,18369.6
-3.1504,-8.19972E+07,18370.4
-3.15,-8.19972E+07,18367.2
-3.1496,-8.19974E+07,18371.2
-3.1492,-8.19972E+07,18370.4
-3.1488,-8.19974E+07,18370.4
-3.1484,-8.19974E+07,18369.6
-3.148,-8.19974E+07,18369.6
-3.1476,-8.19974E+07,18369.6
-3.1472,-8.19974E+07,18369.6
-3.1468,-8.19974E+07,18370.4
-3.1464,-8.19974E+07,18370.4
-3.146,-8.19976E+07,18371.2
-3.1456,-8.19974E+07,18368.8
-3.1452,-8.19974E+07,18369.6
-3.1448,-8.19974E+07,18370.4
-3.1444,-8.19974E+07,18369.6
-3.144,-8.19974E+07,18369.6
-3.1436,-8.19976E+07,18368
-3.1432,-8.19976E+07,18370.4
-3.1428,-8.19976E+07,18368.8
-3.1424,-8.19976E+07,18368.8
-3.142,-8.19976E+07,18370.4
-3.1416,-8.19976E+07,18368.8
-3.1412,-8.19976E+07,18369.6
-3.1408,-8.19976E+07,18368.8
-3.1404,-8.19976E+07,18368
-3.14,-8.19976E+07,18369.6
-3.1396,-8.19976E+07,18370.4
-3.1392,-8.19976E+07,18368.8
-3.1388,-8.19976E+07,18369.6
-3.1384,-8.19978E+07,18369.6
-3.138,-8.19978E+07,18369.6
-3.1376,-8.19978E+07,18371.2
-3.1372,-8.19978E+07,18371.2
-3.1368,-8.19978E+07,18370.4
-3.1364,-8.19978E+07,18370.4
-3.136,-8.19978E+07,18369.6
-3.1356,-8.19978E+07,18370.4
-3.1352,-8.19978E+07,18371.2
-3.1348,-8.19978E+07,18368.8
-3.1344,-8.19978E+07,18367.2
-3.134,-8.1998E+07,18368.8
-3.1336,-8.19978E+07,18369.6
-3.1332,-8.19978E+07,18369.6
-3.1328,-8.1998E+07,18369.6
-3.1324,-8.19978E+07,18368.8
-3.132,-8.1998E+07,18370.4
-3.1316,-8.1998E+07,18370.4
-3.1312,-8.1998E+07,18366.4
-3.1308,-8.1998E+07,18367.2
-3.1304,-8.1998E+07,18367.2
-3.13,-8.1998E+07,18364.8
-3.1296,-8.1998E+07,18366.4
-3.1292,-8.19982E+07,18366.4
-3.1288,-8.19982E+07,18365.6
-3.1284,-8.1998E+07,18364
-3.128,-8.19982E+07,18366.4
-3.1276,-8.1998E+07,18363.2
-3.1272,-8.1998E+07,18364
-3.1268,-8.1998E+07,18364
-3.1264,-8.19982E+07,18364.8
-3.126,-8.19982E+07,18367.2
-3.1256,-8.19982E+07,18363.2
-3.1252,-8.19982E+07,18363.2
-3.1248,-8.19982E+07,18363.2
-3.1244,-8.19982E+07,18363.2
-3.124,-8.19982E+07,18362.4
-3.1236,-8.19982E+07,18362.4
-3.1232,-8.19982E+07,18362.4
-3.1228,-8.19982E+07,18360.8
-3.1224,-8.19982E+07,18358.4
-3.122,-8.19982E+07,18360.8
-3.1216,-8.19984E+07,18359.2
-3.1212,-8.19984E+07,18361.6
-3.1208,-8.19984E+07,18353.6
-3.1204,-8.19984E+07,18352.8
-3.12,-8.19984E+07,18358.4
-3.1196,-8.19984E+07,18358.4
-3.1192,-8.19984E+07,18351.2
-3.1188,-8.19982E+07,18353.6
-3.1184,-8.19984E+07,18352
-3.118,-8.19984E+07,18356.8
-3.1176,-8.19984E+07,18352
-3.1172,-8.19984E+07,18351.2
-3.1168,-8.19984E+07,18346.4
-3.1164,-8.19984E+07,18352
-3.116,-8.19984E+07,18347.2
-3.1156,-8.19984E+07,18350.4
-3.1152,-8.19984E+07,18346.4
-3.1148,-8.19984E+07,18348.8
-3.1144,-8.19984E+07,18348.8
-3.114,-8.19984E+07,18347.2
-3.1136,-8.19984E+07,18347.2
-3.1132,-8.19984E+07,18348
-3.1128,-8.19984E+07,18349.6
-3.1124,-8.19986E+07,18348.8
-3.112,-8.19986E+07,18349.6
-3.1116,-8.19984E+07,18349.6
-3.1112,-8.19984E+07,18351.2
-3.1108,-8.19984E+07,18353.6
-3.1104,-8.19986E+07,18356
-3.11,-8.19986E+07,18353.6
-3.1096,-8.19986E+07,18355.2
-3.1092,-8.19986E+07,18358.4
-3.1088,-8.19986E+07,18359.2
-3.1084,-8.19986E+07,18359.2
-3.108,-8.19986E+07,18358.4
-3.1076,-8.19986E+07,18363.2
-3.1072,-8.19986E+07,18361.6
-3.1068,-8.19986E+07,18365.6
-3.1064,-8.19986E+07,18361.6
-3.106,-8.19986E+07,18367.2
-3.1056,-8.19986E+07,18364
-3.1052,-8.19986E+07,18368.8
-3.1048,-8.19986E+07,18371.2
-3.1044,-8.19986E+07,18365.6
-3.104,-8.19986E+07,18371.2
-3.1036,-8.19986E+07,18372
-3.1032,-8.19986E+07,18372.8
-3.1028,-8.19986E+07,18373.6
-3.1024,-8.19986E+07,18373.6
-3.102,-8.19986E+07,18376
-3.1016,-8.19986E+07,18373.6
-3.1012,-8.19986E+07,18372.8
-3.1008,-8.19986E+07,18376.8
-3.1004,-8.19986E+07,18377.6
-3.1,-8.19986E+07,18379.2
-3.0996,-8.19986E+07,18377.6
-3.0992,-8.19986E+07,18378.4
-3.0988,-8.19986E+07,18380
-3.0984,-8.19986E+07,18377.6
-3.098,-8.19986E+07,18379.2
-3.0976,-8.19986E+07,18380
-3.0972,-8.19986E+07,18379.2
-3.0968,-8.19986E+07,18383.2
-3.0964,-8.19986E+07,18381.6
-3.096,-8.19986E+07,18378.4
-3.0956,-8.19986E+07,18382.4
-3.0952,-8.19986E+07,18384
-3.0948,-8.19986E+07,18382.4
-3.0944,-8.19986E+07,18383.2
-3.094,-8.19986E+07,18383.2
-3.0936,-8.19986E+07,18383.2
-3.0932,-8.19986E+07,18384
-3.0928,-8.19986E+07,18384
-3.0924,-8.19986E+07,18383.2
-3.092,-8.19986E+07,18384
-3.0916,-8.19986E+07,18385.6
-3.0912,-8.19986E+07,18384.8
-3.0908,-8.19986E+07,18385.6
-3.0904,-8.19984E+07,18387.2
-3.09,-8.19986E+07,18386.4
-3.0896,-8.19986E+07,18385.6
-3.0892,-8.19984E+07,18386.4
-3.0888,-8.19986E+07,18385.6
-3.0884,-8.19986E+07,18386.4
-3.088,-8.19986E+07,18386.4
-3.0876,-8.19984E+07,18386.4
-3.0872,-8.19984E+07,18387.2
-3.0868,-8.19984E+07,18388
-3.0864,-8.19984E+07,18387.2
-3.086,-8.19984E+07,18388
-3.0856,-8.19984E+07,18388
-3.0852,-8.19984E+07,18387.2
-3.0848,-8.19984E+07,18388
-3.0844,-8.19984E+07,18388.8
-3.084,-8.19984E+07,18388
-3.0836,-8.19984E+07,18388.8
-3.0832,-8.19984E+07,18388
-3.0828,-8.19984E+07,18388.8
-3.0824,-8.19984E+07,18388
-3.082,-8.19982E+07,18388.8
-3.0816,-8.19982E+07,18389.6
-3.0812,-8.19982E+07,18389.6
-3.0808,-8.19982E+07,18389.6
-3.0804,-8.19982E+07,18390.4
-3.08,-8.19982E+07,18390.4
-3.0796,-8.19982E+07,18389.6
-3.0792,-8.19982E+07,18389.6
-3.0788,-8.19982E+07,18390.4
-3.0784,-8.19982E+07,18389.6
-3.078,-8.19982E+07,18391.2
-3.0776,-8.19982E+07,18390.4
-3.0772,-8.1998E+07,18390.4
-3.0768,-8.1998E+07,18390.4
-3.0764,-8.1998E+07,18390.4
-3.076,-8.1998E+07,18391.2
-3.0756,-8.1998E+07,18391.2
-3.0752,-8.19978E+07,18390.4
-3.0748,-8.1998E+07,18392
-3.0744,-8.19978E+07,18390.4
-3.074,-8.19978E+07,18392.8
-3.0736,-8.19978E+07,18390.4
-3.0732,-8.19978E+07,18392
-3.0728,-8.19978E+07,18390.4
-3.0724,-8.19978E+07,18391.2
-3.072,-8.19976E+07,18390.4
-3.0716,-8.19976E+07,18392
-3.0712,-8.19976E+07,18390.4
-3.0708,-8.19976E+07,18392.8
-3.0704,-8.19976E+07,18391.2
-3.07,-8.19976E+07,18390.4
-3.0696,-8.19976E+07,18391.2
-3.0692,-8.19974E+07,18392.8
-3.0688,-8.19974E+07,18390.4
-3.0684,-8.19974E+07,18392
-3.068,-8.19972E+07,18392
-3.0676,-8.19972E+07,18391.2
-3.0672,-8.19972E+07,18390.4
-3.0668,-8.19972E+07,18390.4
-3.0664,-8.1997E+07,18392
-3.066,-8.19968E+07,18392
-3.0656,-8.1997E+07,18393.6
-3.0652,-8.19968E+07,18392
-3.0648,-8.19968E+07,18389.6
-3.0644,-8.19966E+07,18390.4
-3.064,-8.19966E+07,18392
-3.0636,-8.19966E+07,18390.4
-3.0632,-8.19964E+07,18389.6
-3.0628,-8.19964E+07,18391.2
-3.0624,-8.19962E+07,18389.6
-3.062,-8.19962E+07,18391.2
-3.0616,-8.1996E+07,18392
-3.0612,-8.1996E+07,18392
-3.0608,-8.19958E+07,18389.6
-3.0604,-8.19958E+07,18390.4
-3.06,-8.19958E+07,18388.8
-3.0596,-8.19956E+07,18389.6
-3.0592,-8.19956E+07,18388
-3.0588,-8.19954E+07,18387.2
-3.0584,-8.19956E+07,18388
-3.058,-8.19956E+07,18388.8
-3.0576,-8.19954E+07,18388.8
-3.0572,-8.19956E+07,18387.2
-3.0568,-8.19956E+07,18388.8
-3.0564,-8.19956E+07,18386.4
-3.056,-8.19958E+07,18387.2
-3.0556,-8.19958E+07,18387.2
-3.0552,-8.1996E+07,18387.2
-3.0548,-8.1996E+07,18385.6
-3.0544,-8.19962E+07,18386.4
-3.054,-8.19962E+07,18387.2
-3.0536,-8.19964E+07,18384.8
-3.0532,-8.19964E+07,18384.8
-3.0528,-8.19964E+07,18384.8
-3.0524,-8.19964E+07,18385.6
-3.052,-8.19964E+07,18385.6
-3.0516,-8.19966E+07,18383.2
-3.0512,-8.19964E+07,18384.8
-3.0508,-8.19964E+07,18386.4
-3.0504,-8.19966E+07,18385.6
-3.05,-8.19964E+07,18384
-3.0496,-8.19964E+07,18384.8
-3.0492,-8.19964E+07,18385.6
-3.0488,-8.19964E+07,18385.6
-3.0484,-8.19964E+07,18384.8
-3.048,-8.19964E+07,18385.6
-3.0476,-8.19962E+07,18385.6
-3.0472,-8.19964E+07,18385.6
-3.0468,-8.19962E+07,18385.6
-3.0464,-8.19962E+07,18388
-3.046,-8.19962E+07,18386.4
-3.0456,-8.19958E+07,18388
-3.0452,-8.1996E+07,18387.2
-3.0448,-8.1996E+07,18387.2
-3.0444,-8.19958E+07,18388
-3.044,-8.19958E+07,18389.6
-3.0436,-8.19958E+07,18389.6
-3.0432,-8.19956E+07,18388.8
-3.0428,-8.19954E+07,18389.6
-3.0424,-8.19954E+07,18392
-3.042,-8.19952E+07,18389.6
-3.0416,-8.19952E+07,18393.6
-3.0412,-8.1995E+07,18392
-3.0408,-8.1995E+07,18392
-3.0404,-8.19948E+07,18391.2
-3.04,-8.19946E+07,18392
-3.0396,-8.19944E+07,18392.8
-3.0392,-8.19944E+07,18392.8
-3.0388,-8.19942E+07,18392.8
-3.0384,-8.1994E+07,18392.8
-3.038,-8.19938E+07,18392.8
-3.0376,-8.19938E+07,18392.8
-3.0372,-8.19936E+07,18393.6
-3.0368,-8.19934E+07,18392.8
-3.0364,-8.19932E+07,18394.4
-3.036,-8.1993E+07,18393.6
-3.0356,-8.19928E+07,18394.4
-3.0352,-8.19928E+07,18392
-3.0348,-8.19926E+07,18392.8
-3.0344,-8.19924E+07,18392
-3.034,-8.19922E+07,18392.8
-3.0336,-8.1992E+07,18392.8
-3.0332,-8.19918E+07,18392.8
-3.0328,-8.19916E+07,18391.2
-3.0324,-8.19916E+07,18392.8
-3.032,-8.19914E+07,18390.4
-3.0316,-8.19912E+07,18391.2
-3.0312,-8.19912E+07,18389.6
-3.0308,-8.1991E+07,18391.2
-3.0304,-8.1991E+07,18391.2
-3.03,-8.19908E+07,18390.4
-3.0296,-8.19908E+07,18388.8
-3.0292,-8.19906E+07,18389.6
-3.0288,-8.19906E+07,18388.8
-3.0284,-8.19906E+07,18388.8
-3.028,-8.19908E+07,18388.8
-3.0276,-8.19908E+07,18388
-3.0272,-8.19908E+07,18387.2
-3.0268,-8.1991E+07,18385.6
-3.0264,-8.1991E+07,18384
-3.026,-8.1991E+07,18385.6
-3.0256,-8.1991E+07,18386.4
-3.0252,-8.1991E+07,18384
-3.0248,-8.19912E+07,18385.6
-3.0244,-8.19912E+07,18382.4
-3.024,-8.19914E+07,18384
-3.0236,-8.19914E+07,18382.4
-3.0232,-8.19914E+07,18383.2
-3.0228,-8.19914E+07,18384.8
-3.0224,-8.19914E+07,18383.2
-3.022,-8.19914E+07,18382.4
-3.0216,-8.19914E+07,18383.2
-3.0212,-8.19914E+07,18381.6
-3.0208,-8.19912E+07,18384
-3.0204,-8.19914E+07,18382.4
-3.02,-8.19912E+07,18383.2
-3.0196,-8.19912E+07,18384.8
-3.0192,-8.19912E+07,18384
-3.0188,-8.1991E+07,18383.2
-3.0184,-8.1991E+07,18382.4
-3.018,-8.1991E+07,18385.6
-3.0176,-8.1991E+07,18384
-3.0172,-8.19908E+07,18383.2
-3.0168,-8.19908E+07,18387.2
-3.0164,-8.19908E+07,18386.4
-3.016,-8.19908E+07,18386.4
-3.0156,-8.1991E+07,18386.4
-3.0152,-8.1991E+07,18386.4
-3.0148,-8.1991E+07,18388.8
-3.0144,-8.1991E+07,18388
-3.014,-8.1991E+07,18387.2
-3.0136,-8.1991E+07,18390.4
-3.0132,-8.19912E+07,18392
-3.0128,-8.19914E+07,18389.6
-3.0124,-8.19912E+07,18392
-3.012,-8.19914E+07,18392
-3.0116,-8.19914E+07,18392
-3.0112,-8.19916E+07,18394.4
-3.0108,-8.19916E+07,18392.8
-3.0104,-8.19918E+07,18395.2
-3.01,-8.1992E+07,18396.8
-3.0096,-8.1992E+07,18395.2
-3.0092,-8.1992E+07,18393.6
-3.0088,-8.19922E+07,18396.8
-3.0084,-8.19924E+07,18397.6
-3.008,-8.19924E+07,18398.4
-3.0076,-8.19924E+07,18398.4
-3.0072,-8.19928E+07,18400
-3.0068,-8.19928E+07,18400.8
-3.0064,-8.19928E+07,18400
-3.006,-8.19928E+07,18400.8
-3.0056,-8.1993E+07,18399.2
-3.0052,-8.1993E+07,18401.6
-3.0048,-8.1993E+07,18400.8
-3.0044,-8.1993E+07,18400
-3.004,-8.19932E+07,18400.8
-3.0036,-8.19932E+07,18401.6
-3.0032,-8.19932E+07,18401.6
-3.0028,-8.19934E+07,18400
-3.0024,-8.19934E+07,18402.4
-3.002,-8.19934E+07,18402.4
-3.0016,-8.19936E+07,18401.6
-3.0012,-8.19936E+07,18401.6
-3.0008,-8.19936E+07,18401.6
-3.0004,-8.19936E+07,18402.4
-3,-8.19938E+07,18403.2
-2.9996,-8.19938E+07,18402.4
-2.9992,-8.19936E+07,18402.4
-2.9988,-8.19938E+07,18400
-2.9984,-8.19938E+07,18401.6
-2.998,-8.1994E+07,18403.2
-2.9976,-8.19938E+07,18403.2
-2.9972,-8.19938E+07,18403.2
-2.9968,-8.1994E+07,18403.2
-2.9964,-8.1994E+07,18404
-2.996,-8.1994E+07,18404
-2.9956,-8.1994E+07,18404.8
-2.9952,-8.1994E+07,18404
-2.9948,-8.1994E+07,18403.2
-2.9944,-8.1994E+07,18403.2
-2.994,-8.19942E+07,18403.2
-2.9936,-8.19942E+07,18404.8
-2.9932,-8.1994E+07,18404.8
-2.9928,-8.19942E+07,18403.2
-2.9924,-8.1994E+07,18403.2
-2.992,-8.1994E+07,18403.2
-2.9916,-8.1994E+07,18404
-2.9912,-8.1994E+07,18404.8
-2.9908,-8.1994E+07,18404.8
-2.9904,-8.1994E+07,18404.8
-2.99,-8.1994E+07,18405.6
-2.9896,-8.1994E+07,18405.6
-2.9892,-8.1994E+07,18404
-2.9888,-8.1994E+07,18405.6
-2.9884,-8.1994E+07,18404.8
-2.988,-8.1994E+07,18405.6
-2.9876,-8.1994E+07,18405.6
-2.9872,-8.1994E+07,18405.6
-2.9868,-8.1994E+07,18404.8
-2.9864,-8.1994E+07,18404.8
-2.986,-8.1994E+07,18404.8
-2.9856,-8.19942E+07,18404
-2.9852,-8.19942E+07,18406.4
-2.9848,-8.19942E+07,18404.8
-2.9844,-8.19942E+07,18404
-2.984,-8.19942E+07,18404.8
-2.9836,-8.19942E+07,18405.6
-2.9832,-8.19942E+07,18404.8
-2.9828,-8.19942E+07,18405.6
-2.9824,-8.19942E+07,18405.6
-2.982,-8.19942E+07,18404.8
-2.9816,-8.19944E+07,18405.6
-2.9812,-8.19944E+07,18405.6
-2.9808,-8.19944E+07,18404.8
-2.9804,-8.19944E+07,18405.6
-2.98,-8.19944E+07,18404.8
-2.9796,-8.19944E+07,18406.4
-2.9792,-8.19944E+07,18404
-2.9788,-8.19946E+07,18405.6
-2.9784,-8.19946E+07,18404.8
-2.978,-8.19944E+07,18404.8
-2.9776,-8.19946E+07,18404.8
-2.9772,-8.19944E+07,18404.8
-2.9768,-8.19944E+07,18405.6
-2.9764,-8.19944E+07,18405.6
-2.976,-8.19944E+07,18404
-2.9756,-8.19946E+07,18405.6
-2.9752,-8.19944E+07,18404.8
-2.9748,-8.19944E+07,18404.8
-2.9744,-8.19946E+07,18405.6
-2.974,-8.19944E+07,18404.8
-2.9736,-8.19944E+07,18405.6
-2.9732,-8.19944E+07,18405.6
-2.9728,-8.19946E+07,18405.6
-2.9724,-8.19944E+07,18404
-2.972,-8.19944E+07,18403.2
-2.9716,-8.19944E+07,18403.2
-2.9712,-8.19944E+07,18404.8
-2.9708,-8.19946E+07,18404.8
-2.9704,-8.19944E+07,18404.8
-2.97,-8.19946E+07,18403.2
-2.9696,-8.19944E+07,18402.4
-2.9692,-8.19946E+07,18402.4
-2.9688,-8.19946E+07,18403.2
-2.9684,-8.19946E+07,18403.2
-2.968,-8.19944E+07,18403.2
-2.9676,-8.19944E+07,18401.6
-2.9672,-8.19946E+07,18401.6
-2.9668,-8.19946E+07,18401.6
-2.9664,-8.19944E+07,18401.6
-2.966,-8.19944E+07,18400.8
-2.9656,-8.19944E+07,18400
-2.9652,-8.19944E+07,18400.8
-2.9648,-8.19944E+07,18401.6
-2.9644,-8.19944E+07,18400.8
-2.964,-8.19944E+07,18399.2
-2.9636,-8.19944E+07,18400
-2.9632,-8.19944E+07,18399.2
-2.9628,-8.19944E+07,18396.8
-2.9624,-8.19944E+07,18398.4
-2.962,-8.19944E+07,18398.4
-2.9616,-8.19942E+07,18396
-2.9612,-8.19944E+07,18400
-2.9608,-8.19944E+07,18397.6
-2.9604,-8.19942E+07,18396.8
-2.96,-8.19944E+07,18396
-2.9596,-8.19942E+07,18396
-2.9592,-8.19942E+07,18396
-2.9588,-8.19942E+07,18395.2
-2.9584,-8.19942E+07,18395.2
-2.958,-8.19942E+07,18393.6
